timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
100,00003,,,,,,,,,,,,,
100,00010,,,,,,,,,,,,,
100,00014,,,,,,,,,,,,,
200,00010,,,,,,,,,,,,,
200,00005,,,,,,,,,,,,,
200,00011,,,,,,,,,,,,,
300,00010,,,,,,,,,,,,,
300,00008,,,,,,,,,,,,,
400,00010,,,,,,,,,,,,,
400,00008,,,,,,,,,,,,,
400,00013,,,,,,,,,,,,,
500,00003,,,,,,,,,,,,,
600,00003,,,,,,,,,,,,,
700,00010,,,,,,,,,,,,,
800,00003,,,,,,,,,,,,,
800,00005,,,,,,,,,,,,,
800,00007,,,,,,,,,,,,,
900,00007,,,,,,,,,,,,,
900,00009,,,,,,,,,,,,,
900,00004,,,,,,,,,,,,,
900,00010,,,,,,,,,,,,,
1000,00004,,,,,,,,,,,,,
1000,00003,,,,,,,,,,,,,
1000,00013,,,,,,,,,,,,,
1100,00003,,,,,,,,,,,,,
1200,00007,,,,,,,,,,,,,
1300,00007,,,,,,,,,,,,,
1300,00001,,,,,,,,,,,,,
1400,00007,,,,,,,,,,,,,
1400,00004,,,,,,,,,,,,,
1400,00014,,,,,,,,,,,,,
1500,00008,,,,,,,,,,,,,
1500,00010,,,,,,,,,,,,,
1600,00011,,,,,,,,,,,,,
1600,00012,,,,,,,,,,,,,
1700,00001,,,,,,,,,,,,,
1700,00014,,,,,,,,,,,,,
1900,00004,,,,,,,,,,,,,
1900,00012,,,,,,,,,,,,,
2000,00004,,,,,,,,,,,,,
2000,00008,,,,,,,,,,,,,
2000,00014,,,,,,,,,,,,,
2200,00001,,,,,,,,,,,,,
2200,00006,,,,,,,,,,,,,
2200,00012,,,,,,,,,,,,,
2200,00011,,,,,,,,,,,,,
2200,00013,,,,,,,,,,,,,
2300,00013,,,,,,,,,,,,,
2300,00002,,,,,,,,,,,,,
2400,00013,,,,,,,,,,,,,
2400,00005,,,,,,,,,,,,,
2400,00006,,,,,,,,,,,,,
2500,00013,,,,,,,,,,,,,
2500,00005,,,,,,,,,,,,,
2500,00001,,,,,,,,,,,,,
2500,00002,,,,,,,,,,,,,
2500,00003,,,,,,,,,,,,,
2500,00008,,,,,,,,,,,,,
2600,00013,,,,,,,,,,,,,
2600,00005,,,,,,,,,,,,,
2600,00002,,,,,,,,,,,,,
2600,00008,,,,,,,,,,,,,
2600,00007,,,,,,,,,,,,,
2700,00013,,,,,,,,,,,,,
2700,00005,,,,,,,,,,,,,
2700,00002,,,,,,,,,,,,,
2700,00008,,,,,,,,,,,,,
2700,00012,,,,,,,,,,,,,
2700,00011,,,,,,,,,,,,,
2700,00010,,,,,,,,,,,,,
2800,00008,,,,,,,,,,,,,
2900,00013,,,,,,,,,,,,,
2900,00005,,,,,,,,,,,,,
3000,00013,,,,,,,,,,,,,
3000,00005,,,,,,,,,,,,,
3000,00002,,,,,,,,,,,,,
3200,00001,,,,,,,,,,,,,
3200,00002,,,,,,,,,,,,,
3200,00003,,,,,,,,,,,,,
3300,00003,,,,,,,,,,,,,
3300,00012,,,,,,,,,,,,,
3400,00003,,,,,,,,,,,,,
3400,00004,,,,,,,,,,,,,
3400,00007,,,,,,,,,,,,,
3400,00013,,,,,,,,,,,,,
3400,00009,,,,,,,,,,,,,
3500,00013,,,,,,,,,,,,,
3500,00009,,,,,,,,,,,,,
3500,00001,,,,,,,,,,,,,
3500,00014,,,,,,,,,,,,,
3600,00001,,,,,,,,,,,,,
3700,00001,,,,,,,,,,,,,
3700,00013,,,,,,,,,,,,,
3900,00012,,,,,,,,,,,,,
4000,00005,,,,,,,,,,,,,
4100,00001,,,,,,,,,,,,,
4100,00006,,,,,,,,,,,,,
4200,00004,,,,,,,,,,,,,
4300,00004,,,,,,,,,,,,,
4400,00014,,,,,,,,,,,,,
4400,00007,,,,,,,,,,,,,
4500,00014,,,,,,,,,,,,,
4500,00007,,,,,,,,,,,,,
4600,00014,,,,,,,,,,,,,
4600,00009,,,,,,,,,,,,,
4600,00003,,,,,,,,,,,,,
4600,00010,,,,,,,,,,,,,
4600,00005,,,,,,,,,,,,,
4700,00001,,,,,,,,,,,,,
4800,00007,,,,,,,,,,,,,
4800,00008,,,,,,,,,,,,,
4900,00005,,,,,,,,,,,,,
4900,00010,,,,,,,,,,,,,
