timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
100,00008,2,1,0,0,4,8,11.072003,69.000000,2,6.041372,59.000000,3,2.574953,52.000000,5,-4.346536,38.000000,8,-7.680560,31.000000,6,-10.071496,26.000000,7,-26.057531,0.000000,,,,,,
100,00012,2,1,0,0,4,12,7.814845,62.000000,3,7.775574,62.000000,2,-0.420314,46.000000,5,-8.070191,30.000000,7,-13.757482,19.000000,6,-14.566479,17.000000,8,-18.431229,9.000000,,,,,,
200,00012,3,3,0,0,4,12,10.517306,68.000000,3,11.107309,69.000000,2,-0.050487,46.000000,5,-5.822733,35.000000,8,-9.361626,27.000000,7,-14.388307,17.000000,6,-15.411255,15.000000,,,,,,
200,00003,3,3,0,0,4,3,6.230287,59.000000,6,15.067635,77.000000,3,9.751847,66.000000,2,4.198184,55.000000,5,0.116469,47.000000,7,-3.753591,39.000000,8,-16.396487,13.000000,,,,,,
200,00014,3,3,0,0,4,14,-9.617630,27.000000,5,11.605721,70.000000,7,7.360352,61.000000,6,5.903614,58.000000,2,-2.423796,41.000000,3,-14.509705,17.000000,8,-33.613109,0.000000,,,,,,
300,00014,2,2,0,0,4,14,-6.403263,33.000000,5,14.139419,75.000000,6,8.370228,63.000000,7,6.000493,58.000000,2,1.426586,49.000000,3,-12.178182,22.000000,8,-32.539336,0.000000,,,,,,
300,00005,2,2,0,0,4,5,-13.504618,19.000000,5,37.690552,122.000000,2,-5.691717,35.000000,7,-9.774387,27.000000,6,-12.466478,21.000000,8,-21.362458,3.000000,3,-28.900386,0.000000,,,,,,
400,00014,4,4,0,0,4,14,-5.614509,35.000000,5,14.250775,75.000000,6,8.005795,63.000000,7,3.177633,53.000000,2,-6.201797,34.000000,3,-14.450066,17.000000,8,-32.755013,0.000000,,,,,,
400,00005,4,4,0,0,4,5,-9.913862,26.000000,5,40.663770,127.000000,2,-5.586246,35.000000,7,-5.708690,35.000000,6,-13.969436,18.000000,8,-19.733603,7.000000,3,-29.544086,0.000000,,,,,,
400,00002,4,4,0,0,4,2,-14.045352,18.000000,8,16.456780,80.000000,3,10.615017,68.000000,2,5.307613,57.000000,7,-0.452514,45.000000,5,-4.556405,37.000000,6,-14.767981,17.000000,,,,,,
400,00009,4,4,0,0,4,9,-4.633054,37.000000,8,20.598871,88.000000,3,10.745548,68.000000,2,4.820994,56.000000,7,2.969968,52.000000,5,-1.741198,43.000000,6,-4.046864,38.000000,,,,,,
500,00014,4,4,0,0,4,14,-7.629298,31.000000,5,16.180806,79.000000,6,7.765040,62.000000,7,1.956192,50.000000,2,-9.142020,28.000000,3,-13.279938,20.000000,8,-31.249476,0.000000,,,,,,
500,00005,4,4,0,0,4,5,-11.141168,24.000000,5,38.847480,125.000000,7,-6.266288,34.000000,2,-11.335824,24.000000,6,-18.022784,10.000000,8,-18.556808,9.000000,3,-31.083791,0.000000,,,,,,
500,00001,4,4,0,0,4,1,0.632815,48.000000,3,24.234418,95.000000,2,10.670911,68.000000,8,-5.361596,36.000000,7,-12.243597,22.000000,5,-18.941538,8.000000,6,-19.092661,8.000000,,,,,,
