timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
100,00011,111,7,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
200,00008,111,7,139,139,1,4,0,56,20,56,0,0,6,36,5057,56,0,0,0,0,0,55,1,0,0,0,0,0,234220,2,30,12,30,0,0,18,2990,4.154421,30,0,0,0,0,0,30,0,0,0,0,0,0,124768,25125.341708,4500.000000
200,00013,111,7,139,139,1,4,0,56,20,56,0,0,6,36,5057,56,0,0,0,0,0,55,1,0,0,0,0,0,234220,2,26,8,26,0,0,18,2067,2.893257,26,0,0,0,0,0,25,1,0,0,0,0,0,109452,22536.388465,4710.000000
300,00001,111,7,139,139,1,2,0,70,22,70,0,0,4,48,5400,70,0,0,0,0,0,68,2,0,0,0,0,0,366658,2,42,12,42,0,0,30,3284,3.070182,42,0,0,0,0,0,42,0,0,0,0,0,0,176023,7995.087063,5340.000000
300,00007,111,7,139,139,1,2,0,70,22,70,0,0,4,48,5400,70,0,0,0,0,0,68,2,0,0,0,0,0,366658,2,28,10,28,0,0,18,2116,1.980762,28,0,0,0,0,0,26,2,0,0,0,0,0,190635,5783.031480,5340.000000
400,00001,111,7,139,139,1,10,0,96,46,96,0,0,15,50,15137,77,19,0,0,0,0,43,8,27,18,0,0,0,892178,3,33,9,33,0,0,24,3256,9.084643,33,0,0,0,0,0,33,0,0,0,0,0,0,300986,9266.929287,5240.000000
400,00007,111,7,139,139,1,10,0,96,46,96,0,0,15,50,15137,77,19,0,0,0,0,43,8,27,18,0,0,0,892178,3,13,5,13,0,0,8,1134,3.177143,13,0,0,0,0,0,10,3,0,0,0,0,0,310861,7198.553854,5240.000000
400,00004,111,7,139,139,1,10,0,96,46,96,0,0,15,50,15137,77,19,0,0,0,0,43,8,27,18,0,0,0,892178,3,50,32,50,0,0,18,10747,3.065903,31,19,0,0,0,0,0,5,27,18,0,0,0,280331,9003.889447,5650.000000
500,00004,111,7,139,139,1,12,0,231,160,231,0,0,18,71,24776,204,27,0,0,0,0,48,43,123,17,0,0,0,1345420,3,56,33,56,0,0,23,8237,11.244107,29,27,0,0,0,0,0,31,8,17,0,0,0,400602,9184.310930,5240.000000
500,00002,111,7,139,139,1,12,0,231,160,231,0,0,18,71,24776,204,27,0,0,0,0,48,43,123,17,0,0,0,1345420,3,48,12,48,0,0,36,4248,2.379288,48,0,0,0,0,0,48,0,0,0,0,0,0,464060,7740.337579,5240.000000
