timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
100,00011,,,,,,,,,,,,,
200,00008,,,,,,,,,,,,,
200,00013,,,,,,,,,,,,,
300,00001,,,,,,,,,,,,,
300,00007,,,,,,,,,,,,,
400,00001,,,,,,,,,,,,,
400,00007,,,,,,,,,,,,,
400,00004,,,,,,,,,,,,,
500,00004,,,,,,,,,,,,,
500,00002,,,,,,,,,,,,,
500,00011,,,,,,,,,,,,,
700,00003,,,,,,,,,,,,,
700,00006,,,,,,,,,,,,,
700,00004,,,,,,,,,,,,,
700,00014,,,,,,,,,,,,,
800,00006,,,,,,,,,,,,,
800,00010,,,,,,,,,,,,,
800,00013,,,,,,,,,,,,,
900,00003,,,,,,,,,,,,,
900,00011,,,,,,,,,,,,,
1200,00012,,,,,,,,,,,,,
1200,00013,,,,,,,,,,,,,
1300,00011,,,,,,,,,,,,,
1400,00008,,,,,,,,,,,,,
1500,00001,,,,,,,,,,,,,
1500,00005,,,,,,,,,,,,,
1500,00014,,,,,,,,,,,,,
1800,00008,,,,,,,,,,,,,
1900,00007,,,,,,,,,,,,,
1900,00006,,,,,,,,,,,,,
1900,00014,,,,,,,,,,,,,
2000,00006,,,,,,,,,,,,,
2000,00003,,,,,,,,,,,,,
2000,00005,,,,,,,,,,,,,
2000,00011,,,,,,,,,,,,,
2100,00010,,,,,,,,,,,,,
2100,00013,,,,,,,,,,,,,
2100,00008,,,,,,,,,,,,,
2100,00012,,,,,,,,,,,,,
2200,00007,,,,,,,,,,,,,
2300,00010,,,,,,,,,,,,,
2300,00014,,,,,,,,,,,,,
2300,00006,,,,,,,,,,,,,
2300,00004,,,,,,,,,,,,,
2400,00004,,,,,,,,,,,,,
2400,00012,,,,,,,,,,,,,
2500,00004,,,,,,,,,,,,,
2500,00010,,,,,,,,,,,,,
2600,00010,,,,,,,,,,,,,
2600,00009,,,,,,,,,,,,,
2700,00004,,,,,,,,,,,,,
2700,00014,,,,,,,,,,,,,
2800,00007,,,,,,,,,,,,,
2900,00002,,,,,,,,,,,,,
2900,00004,,,,,,,,,,,,,
3000,00006,,,,,,,,,,,,,
3000,00014,,,,,,,,,,,,,
3100,00005,,,,,,,,,,,,,
3200,00008,,,,,,,,,,,,,
3200,00010,,,,,,,,,,,,,
3200,00004,,,,,,,,,,,,,
3300,00005,,,,,,,,,,,,,
3300,00002,,,,,,,,,,,,,
3400,00005,,,,,,,,,,,,,
3400,00002,,,,,,,,,,,,,
3600,00006,,,,,,,,,,,,,
3600,00014,,,,,,,,,,,,,
3700,00004,,,,,,,,,,,,,
3700,00010,,,,,,,,,,,,,
3800,00005,,,,,,,,,,,,,
4000,00001,,,,,,,,,,,,,
4000,00007,,,,,,,,,,,,,
4100,00005,,,,,,,,,,,,,
4300,00001,,,,,,,,,,,,,
4300,00002,,,,,,,,,,,,,
4400,00005,,,,,,,,,,,,,
4400,00011,,,,,,,,,,,,,
4400,00009,,,,,,,,,,,,,
4400,00013,,,,,,,,,,,,,
4500,00011,,,,,,,,,,,,,
4500,00009,,,,,,,,,,,,,
4700,00003,,,,,,,,,,,,,
4700,00012,,,,,,,,,,,,,
4800,00003,,,,,,,,,,,,,
4800,00013,,,,,,,,,,,,,
4800,00009,,,,,,,,,,,,,
4900,00013,,,,,,,,,,,,,
4900,00002,,,,,,,,,,,,,
4900,00014,,,,,,,,,,,,,
