% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	correct	ccId
1311	1	0	10	0	24	6882	0	1	1	0
1312	1	0	11	0	26	7708	0	1	1	0
1313	1	0	12	0	28	9422	0	1	1	0
1314	1	0	13	0	28	9422	0	1	1	0
1315	1	0	14	0	24	6882	0	1	1	0
1330	1	0	2	0	28	9422	0	1	1	0
1331	1	0	3	0	28	9422	0	1	1	0
1332	1	0	4	0	28	9422	0	1	1	0
1333	1	0	1	0	24	6882	0	1	1	0
1334	1	0	5	0	24	6882	0	1	1	0
1335	1	0	6	0	26	7708	0	1	1	0
1336	1	0	7	0	24	6882	0	1	1	0
1337	1	0	8	0	28	9422	0	1	1	0
1338	1	0	9	0	28	9422	0	1	1	0
1339	1	0	10	0	24	6882	0	1	1	0
1340	1	0	11	0	26	7708	0	1	1	0
1341	1	0	12	0	28	9422	0	1	1	0
1342	1	0	13	0	28	9422	0	1	1	0
1343	1	0	14	0	24	6882	0	1	1	0
1358	1	0	2	0	28	9422	0	1	1	0
1359	1	0	3	0	28	9422	0	1	1	0
1360	1	0	4	0	28	9422	0	1	1	0
1361	1	0	1	0	24	6882	0	1	1	0
1362	1	0	5	0	24	6882	0	1	1	0
1363	1	0	6	0	26	7708	0	1	1	0
1364	1	0	7	0	24	6882	0	1	1	0
1365	1	0	8	0	28	9422	0	1	1	0
1366	1	0	9	0	28	9422	0	1	1	0
1367	1	0	10	0	24	6882	0	1	1	0
1368	1	0	11	0	26	7708	0	1	1	0
1369	1	0	12	0	28	9422	0	1	1	0
1370	1	0	13	0	28	9422	0	1	1	0
1371	1	0	14	0	24	6882	0	1	1	0
1386	1	0	2	0	28	9422	0	1	1	0
1387	1	0	3	0	28	9422	0	1	1	0
1388	1	0	4	0	28	9422	0	1	1	0
1389	1	0	1	0	24	6882	0	1	1	0
1390	1	0	5	0	24	6882	0	1	1	0
1391	1	0	6	0	26	7708	0	1	1	0
1392	1	0	7	0	24	6882	0	1	1	0
1393	1	0	8	0	28	9422	0	1	1	0
1394	1	0	9	0	28	9422	0	1	1	0
1395	1	0	10	0	24	6882	0	1	1	0
1396	1	0	11	0	26	7708	0	1	1	0
1397	1	0	12	0	28	9422	0	1	1	0
1398	1	0	13	0	28	9422	0	1	1	0
1399	1	0	14	0	24	6882	0	1	1	0
1414	1	0	2	0	28	9422	0	1	1	0
1415	1	0	3	0	28	9422	0	1	1	0
1416	1	0	4	0	28	9422	0	1	1	0
1417	1	0	1	0	24	6882	0	1	1	0
1418	1	0	5	0	24	6882	0	1	1	0
1419	1	0	6	0	26	7708	0	1	1	0
1420	1	0	7	0	24	6882	0	1	1	0
1421	1	0	8	0	28	9422	0	1	1	0
1422	1	0	9	0	28	9422	0	1	1	0
1423	1	0	10	0	24	6882	0	1	1	0
1424	1	0	11	0	26	7708	0	1	1	0
1425	1	0	12	0	28	9422	0	1	1	0
1426	1	0	13	0	28	9422	0	1	1	0
1427	1	0	14	0	24	6882	0	1	1	0
1442	1	0	2	0	28	9422	0	1	1	0
1443	1	0	3	0	28	9422	0	1	1	0
1444	1	0	4	0	28	9422	0	1	1	0
1445	1	0	1	0	24	6882	0	1	1	0
1446	1	0	5	0	24	6882	0	1	1	0
1447	1	0	6	0	26	7708	0	1	1	0
1448	1	0	7	0	24	6882	0	1	1	0
1449	1	0	8	0	28	9422	0	1	1	0
1450	1	0	9	0	28	9422	0	1	1	0
1451	1	0	10	0	24	6882	0	1	1	0
1452	1	0	11	0	26	7708	0	1	1	0
1453	1	0	12	0	28	9422	0	1	1	0
1454	1	0	13	0	28	9422	0	1	1	0
1455	1	0	14	0	24	6882	0	1	1	0
1470	1	0	2	0	28	9422	0	1	1	0
1471	1	0	3	0	28	9422	0	1	1	0
1472	1	0	4	0	28	9422	0	1	1	0
1473	1	0	1	0	24	6882	0	1	1	0
1474	1	0	5	0	24	6882	0	1	1	0
1475	1	0	6	0	26	7708	0	1	1	0
1476	1	0	7	0	24	6882	0	1	1	0
1477	1	0	8	0	28	9422	0	1	1	0
1478	1	0	9	0	28	9422	0	1	1	0
1479	1	0	10	0	24	6882	0	1	1	0
1480	1	0	11	0	26	7708	0	1	1	0
1481	1	0	12	0	28	9422	0	1	1	0
1482	1	0	13	0	28	9422	0	1	1	0
1483	1	0	14	0	24	6882	0	1	1	0
1498	1	0	2	0	28	9422	0	1	1	0
1499	1	0	3	0	28	9422	0	1	1	0
1500	1	0	4	0	28	9422	0	1	1	0
1501	1	0	1	0	24	6882	0	1	1	0
1502	1	0	5	0	24	6882	0	1	1	0
1503	1	0	6	0	26	7708	0	1	1	0
1504	1	0	7	0	24	6882	0	1	1	0
1505	1	0	8	0	28	9422	0	1	1	0
1506	1	0	9	0	28	9422	0	1	1	0
1507	1	0	10	0	24	6882	0	1	1	0
1508	1	0	11	0	26	7708	0	1	1	0
1509	1	0	12	0	28	9422	0	1	1	0
1510	1	0	13	0	28	9422	0	1	1	0
1511	1	0	14	0	24	6882	0	1	1	0
1526	1	0	2	0	28	9422	0	1	1	0
1527	1	0	3	0	28	9422	0	1	1	0
1528	1	0	4	0	28	9422	0	1	1	0
1529	1	0	1	0	24	6882	0	1	1	0
1530	1	0	5	0	24	6882	0	1	1	0
1531	1	0	6	0	26	7708	0	1	1	0
1532	1	0	7	0	24	6882	0	1	1	0
1533	1	0	8	0	28	9422	0	1	1	0
1534	1	0	9	0	28	9422	0	1	1	0
1535	1	0	10	0	24	6882	0	1	1	0
1536	1	0	11	0	26	7708	0	1	1	0
1537	1	0	12	0	28	9422	0	1	1	0
1538	1	0	13	0	28	9422	0	1	1	0
1539	1	0	14	0	24	6882	0	1	1	0
1554	1	0	2	0	28	9422	0	1	1	0
1555	1	0	3	0	28	9422	0	1	1	0
1556	1	0	4	0	28	9422	0	1	1	0
1557	1	0	1	0	24	6882	0	1	1	0
1558	1	0	5	0	24	6882	0	1	1	0
1559	1	0	6	0	26	7708	0	1	1	0
1560	1	0	7	0	24	6882	0	1	1	0
1561	1	0	8	0	28	9422	0	1	1	0
1562	1	0	9	0	28	9422	0	1	1	0
1563	1	0	10	0	24	6882	0	1	1	0
1564	1	0	11	0	26	7708	0	1	1	0
1565	1	0	12	0	28	9422	0	1	1	0
1566	1	0	13	0	28	9422	0	1	1	0
1567	1	0	14	0	24	6882	0	1	1	0
1582	1	0	2	0	28	9422	0	1	1	0
1583	1	0	3	0	28	9422	0	1	1	0
1584	1	0	4	0	28	9422	0	1	1	0
1585	1	0	1	0	24	6882	0	1	1	0
1586	1	0	5	0	24	6882	0	1	1	0
1587	1	0	6	0	26	7708	0	1	1	0
1588	1	0	7	0	24	6882	0	1	1	0
1589	1	0	8	0	28	9422	0	1	1	0
1590	1	0	9	0	28	9422	0	1	1	0
1591	1	0	10	0	24	6882	0	1	1	0
1592	1	0	11	0	26	7708	0	1	1	0
1593	1	0	12	0	28	9422	0	1	1	0
1594	1	0	13	0	28	9422	0	1	1	0
1595	1	0	14	0	24	6882	0	1	1	0
1610	1	0	2	0	28	9422	0	1	1	0
1611	1	0	3	0	28	9422	0	1	1	0
1612	1	0	4	0	28	9422	0	1	1	0
1613	1	0	1	0	24	6882	0	1	1	0
1614	1	0	5	0	24	6882	0	1	1	0
1615	1	0	6	0	26	7708	0	1	1	0
1616	1	0	7	0	24	6882	0	1	1	0
1617	1	0	8	0	28	9422	0	1	1	0
1618	1	0	9	0	28	9422	0	1	1	0
1619	1	0	10	0	24	6882	0	1	1	0
1620	1	0	11	0	26	7708	0	1	1	0
1621	1	0	12	0	28	9422	0	1	1	0
1622	1	0	13	0	28	9422	0	1	1	0
1623	1	0	14	0	24	6882	0	1	1	0
1638	1	0	2	0	28	9422	0	1	1	0
1639	1	0	3	0	28	9422	0	1	1	0
1640	1	0	4	0	28	9422	0	1	1	0
1641	1	0	1	0	24	6882	0	1	1	0
1642	1	0	5	0	24	6882	0	1	1	0
1643	1	0	6	0	26	7708	0	1	1	0
1644	1	0	7	0	24	6882	0	1	1	0
1645	1	0	8	0	28	9422	0	1	1	0
1646	1	0	9	0	28	9422	0	1	1	0
1647	1	0	10	0	24	6882	0	1	1	0
1648	1	0	11	0	26	7708	0	1	1	0
1649	1	0	12	0	28	9422	0	1	1	0
1650	1	0	13	0	28	9422	0	1	1	0
1651	1	0	14	0	24	6882	0	1	1	0
1666	1	0	2	0	28	9422	0	1	1	0
1667	1	0	3	0	28	9422	0	1	1	0
1668	1	0	4	0	28	9422	0	1	1	0
1669	1	0	1	0	24	6882	0	1	1	0
1670	1	0	5	0	24	6882	0	1	1	0
1671	1	0	6	0	26	7708	0	1	1	0
1672	1	0	7	0	24	6882	0	1	1	0
1673	1	0	8	0	28	9422	0	1	1	0
1674	1	0	9	0	28	9422	0	1	1	0
1675	1	0	10	0	24	6882	0	1	1	0
1676	1	0	11	0	26	7708	0	1	1	0
1677	1	0	12	0	28	9422	0	1	1	0
1678	1	0	13	0	28	9422	0	1	1	0
1679	1	0	14	0	24	6882	0	1	1	0
1694	1	0	2	0	28	9422	0	1	1	0
1695	1	0	3	0	28	9422	0	1	1	0
1696	1	0	4	0	28	9422	0	1	1	0
1697	1	0	1	0	24	6882	0	1	1	0
1698	1	0	5	0	24	6882	0	1	1	0
1699	1	0	6	0	26	7708	0	1	1	0
1700	1	0	7	0	24	6882	0	1	1	0
1701	1	0	8	0	28	9422	0	1	1	0
1702	1	0	9	0	28	9422	0	1	1	0
1703	1	0	10	0	24	6882	0	1	1	0
1704	1	0	11	0	26	7708	0	1	1	0
1705	1	0	12	0	28	9422	0	1	1	0
1706	1	0	13	0	28	9422	0	1	1	0
1707	1	0	14	0	24	6882	0	1	1	0
1722	1	0	2	0	28	9422	0	1	1	0
1723	1	0	3	0	28	9422	0	1	1	0
1724	1	0	4	0	28	9422	0	1	1	0
1725	1	0	1	0	24	6882	0	1	1	0
1726	1	0	5	0	24	6882	0	1	1	0
1727	1	0	6	0	26	7708	0	1	1	0
1728	1	0	7	0	24	6882	0	1	1	0
1729	1	0	8	0	28	9422	0	1	1	0
1730	1	0	9	0	28	9422	0	1	1	0
1731	1	0	10	0	24	6882	0	1	1	0
1732	1	0	11	0	26	7708	0	1	1	0
1733	1	0	12	0	28	9422	0	1	1	0
1734	1	0	13	0	28	9422	0	1	1	0
1735	1	0	14	0	24	6882	0	1	1	0
1750	1	0	2	0	28	9422	0	1	1	0
1751	1	0	3	0	28	9422	0	1	1	0
1752	1	0	4	0	28	9422	0	1	1	0
1753	1	0	1	0	24	6882	0	1	1	0
1754	1	0	5	0	24	6882	0	1	1	0
1755	1	0	6	0	26	7708	0	1	1	0
1756	1	0	7	0	24	6882	0	1	1	0
1757	1	0	8	0	28	9422	0	1	1	0
1758	1	0	9	0	28	9422	0	1	1	0
1759	1	0	10	0	24	6882	0	1	1	0
1760	1	0	11	0	26	7708	0	1	1	0
1761	1	0	12	0	28	9422	0	1	1	0
1762	1	0	13	0	28	9422	0	1	1	0
1763	1	0	14	0	24	6882	0	1	1	0
1778	1	0	2	0	28	9422	0	1	1	0
1779	1	0	3	0	28	9422	0	1	1	0
1780	1	0	4	0	28	9422	0	1	1	0
1781	1	0	1	0	24	6882	0	1	1	0
1782	1	0	5	0	24	6882	0	1	1	0
1783	1	0	6	0	26	7708	0	1	1	0
1784	1	0	7	0	24	6882	0	1	1	0
1785	1	0	8	0	28	9422	0	1	1	0
1786	1	0	9	0	28	9422	0	1	1	0
1787	1	0	10	0	24	6882	0	1	1	0
1788	1	0	11	0	26	7708	0	1	1	0
1789	1	0	12	0	28	9422	0	1	1	0
1790	1	0	13	0	28	9422	0	1	1	0
1791	1	0	14	0	24	6882	0	1	1	0
1806	1	0	2	0	28	9422	0	1	1	0
1807	1	0	3	0	28	9422	0	1	1	0
1808	1	0	4	0	28	9422	0	1	1	0
1809	1	0	1	0	24	6882	0	1	1	0
1810	1	0	5	0	24	6882	0	1	1	0
1811	1	0	6	0	26	7708	0	1	1	0
1812	1	0	7	0	24	6882	0	1	1	0
1813	1	0	8	0	28	9422	0	1	1	0
1814	1	0	9	0	28	9422	0	1	1	0
1815	1	0	10	0	24	6882	0	1	1	0
1816	1	0	11	0	26	7708	0	1	1	0
1817	1	0	12	0	28	9422	0	1	1	0
1818	1	0	13	0	28	9422	0	1	1	0
1819	1	0	14	0	24	6882	0	1	1	0
1834	1	0	2	0	28	9422	0	1	1	0
1835	1	0	3	0	28	9422	0	1	1	0
1836	1	0	4	0	28	9422	0	1	1	0
1837	1	0	1	0	24	6882	0	1	1	0
1838	1	0	5	0	24	6882	0	1	1	0
1839	1	0	6	0	26	7708	0	1	1	0
1840	1	0	7	0	24	6882	0	1	1	0
1841	1	0	8	0	28	9422	0	1	1	0
1842	1	0	9	0	28	9422	0	1	1	0
1843	1	0	10	0	24	6882	0	1	1	0
1844	1	0	11	0	26	7708	0	1	1	0
1845	1	0	12	0	28	9422	0	1	1	0
1846	1	0	13	0	28	9422	0	1	1	0
1847	1	0	14	0	24	6882	0	1	1	0
1862	1	0	2	0	28	9422	0	1	1	0
1863	1	0	3	0	28	9422	0	1	1	0
1864	1	0	4	0	28	9422	0	1	1	0
1865	1	0	1	0	24	6882	0	1	1	0
1866	1	0	5	0	24	6882	0	1	1	0
1867	1	0	6	0	26	7708	0	1	1	0
1868	1	0	7	0	24	6882	0	1	1	0
1869	1	0	8	0	28	9422	0	1	1	0
1870	1	0	9	0	28	9422	0	1	1	0
1871	1	0	10	0	24	6882	0	1	1	0
1872	1	0	11	0	26	7708	0	1	1	0
1873	1	0	12	0	28	9422	0	1	1	0
1874	1	0	13	0	28	9422	0	1	1	0
1875	1	0	14	0	24	6882	0	1	1	0
1890	1	0	2	0	28	9422	0	1	1	0
1891	1	0	3	0	28	9422	0	1	1	0
1892	1	0	4	0	28	9422	0	1	1	0
1893	1	0	1	0	24	6882	0	1	1	0
1894	1	0	5	0	24	6882	0	1	1	0
1895	1	0	6	0	26	7708	0	1	1	0
1896	1	0	7	0	24	6882	0	1	1	0
1897	1	0	8	0	28	9422	0	1	1	0
1898	1	0	9	0	28	9422	0	1	1	0
1899	1	0	10	0	24	6882	0	1	1	0
1900	1	0	11	0	26	7708	0	1	1	0
1901	1	0	12	0	28	9422	0	1	1	0
1902	1	0	13	0	28	9422	0	1	1	0
1903	1	0	14	0	24	6882	0	1	1	0
1918	1	0	2	0	28	9422	0	1	1	0
1919	1	0	3	0	28	9422	0	1	1	0
1920	1	0	4	0	28	9422	0	1	1	0
1921	1	0	1	0	24	6882	0	1	1	0
1922	1	0	5	0	24	6882	0	1	1	0
1923	1	0	6	0	26	7708	0	1	1	0
1924	1	0	7	0	24	6882	0	1	1	0
1925	1	0	8	0	28	9422	0	1	1	0
1926	1	0	9	0	28	9422	0	1	1	0
1927	1	0	10	0	24	6882	0	1	1	0
1928	1	0	11	0	26	7708	0	1	1	0
1929	1	0	12	0	28	9422	0	1	1	0
1930	1	0	13	0	28	9422	0	1	1	0
1931	1	0	14	0	24	6882	0	1	1	0
1946	1	0	2	0	28	9422	0	1	1	0
1947	1	0	3	0	28	9422	0	1	1	0
1948	1	0	4	0	28	9422	0	1	1	0
1949	1	0	1	0	24	6882	0	1	1	0
1950	1	0	5	0	24	6882	0	1	1	0
1951	1	0	6	0	26	7708	0	1	1	0
1952	1	0	7	0	24	6882	0	1	1	0
1953	1	0	8	0	28	9422	0	1	1	0
1954	1	0	9	0	28	9422	0	1	1	0
1955	1	0	10	0	24	6882	0	1	1	0
1956	1	0	11	0	26	7708	0	1	1	0
1957	1	0	12	0	28	9422	0	1	1	0
1958	1	0	13	0	28	9422	0	1	1	0
1959	1	0	14	0	24	6882	0	1	1	0
1974	1	0	2	0	28	9422	0	1	1	0
1975	1	0	3	0	28	9422	0	1	1	0
1976	1	0	4	0	28	9422	0	1	1	0
1977	1	0	1	0	24	6882	0	1	1	0
1978	1	0	5	0	24	6882	0	1	1	0
1979	1	0	6	0	26	7708	0	1	1	0
1980	1	0	7	0	24	6882	0	1	1	0
1981	1	0	8	0	28	9422	0	1	1	0
1982	1	0	9	0	28	9422	0	1	1	0
1983	1	0	10	0	24	6882	0	1	1	0
1984	1	0	11	0	26	7708	0	1	1	0
1985	1	0	12	0	28	9422	0	1	1	0
1986	1	0	13	0	28	9422	0	1	1	0
1987	1	0	14	0	24	6882	0	1	1	0
2002	1	0	2	0	28	9422	0	1	1	0
2003	1	0	3	0	28	9422	0	1	1	0
2004	1	0	4	0	28	9422	0	1	1	0
2005	1	0	1	0	24	6882	0	1	1	0
2006	1	0	5	0	24	6882	0	1	1	0
2007	1	0	6	0	26	7708	0	1	1	0
2008	1	0	7	0	24	6882	0	1	1	0
2009	1	0	8	0	28	9422	0	1	1	0
2010	1	0	9	0	28	9422	0	1	1	0
2011	1	0	10	0	24	6882	0	1	1	0
2012	1	0	11	0	26	7708	0	1	1	0
2013	1	0	12	0	28	9422	0	1	1	0
2014	1	0	13	0	28	9422	0	1	1	0
2015	1	0	14	0	24	6882	0	1	1	0
2030	1	0	2	0	28	9422	0	1	1	0
2031	1	0	3	0	28	9422	0	1	1	0
2032	1	0	4	0	28	9422	0	1	1	0
2033	1	0	1	0	24	6882	0	1	1	0
2034	1	0	5	0	24	6882	0	1	1	0
2035	1	0	6	0	26	7708	0	1	1	0
2036	1	0	7	0	24	6882	0	1	1	0
2037	1	0	8	0	28	9422	0	1	1	0
2038	1	0	9	0	28	9422	0	1	1	0
2039	1	0	10	0	24	6882	0	1	1	0
2040	1	0	11	0	26	7708	0	1	1	0
2041	1	0	12	0	28	9422	0	1	1	0
2042	1	0	13	0	28	9422	0	1	1	0
2043	1	0	14	0	24	6882	0	1	1	0
2058	1	0	2	0	28	9422	0	1	1	0
2059	1	0	3	0	28	9422	0	1	1	0
2060	1	0	4	0	28	9422	0	1	1	0
2061	1	0	1	0	24	6882	0	1	1	0
2062	1	0	5	0	24	6882	0	1	1	0
2063	1	0	6	0	26	7708	0	1	1	0
2064	1	0	7	0	24	6882	0	1	1	0
2065	1	0	8	0	28	9422	0	1	1	0
2066	1	0	9	0	28	9422	0	1	1	0
2067	1	0	10	0	24	6882	0	1	1	0
2068	1	0	11	0	26	7708	0	1	1	0
2069	1	0	12	0	28	9422	0	1	1	0
2070	1	0	13	0	28	9422	0	1	1	0
2071	1	0	14	0	24	6882	0	1	1	0
2086	1	0	2	0	28	9422	0	1	1	0
2087	1	0	3	0	28	9422	0	1	1	0
2088	1	0	4	0	28	9422	0	1	1	0
2089	1	0	1	0	24	6882	0	1	1	0
2090	1	0	5	0	24	6882	0	1	1	0
2091	1	0	6	0	26	7708	0	1	1	0
2092	1	0	7	0	24	6882	0	1	1	0
2093	1	0	8	0	28	9422	0	1	1	0
2094	1	0	9	0	28	9422	0	1	1	0
2095	1	0	10	0	24	6882	0	1	1	0
2096	1	0	11	0	26	7708	0	1	1	0
2097	1	0	12	0	28	9422	0	1	1	0
2098	1	0	13	0	28	9422	0	1	1	0
2099	1	0	14	0	24	6882	0	1	1	0
2114	1	0	2	0	28	9422	0	1	1	0
2115	1	0	3	0	28	9422	0	1	1	0
2116	1	0	4	0	28	9422	0	1	1	0
2117	1	0	1	0	24	6882	0	1	1	0
2118	1	0	5	0	24	6882	0	1	1	0
2119	1	0	6	0	26	7708	0	1	1	0
2120	1	0	7	0	24	6882	0	1	1	0
2121	1	0	8	0	28	9422	0	1	1	0
2122	1	0	9	0	28	9422	0	1	1	0
2123	1	0	10	0	24	6882	0	1	1	0
2124	1	0	11	0	26	7708	0	1	1	0
2125	1	0	12	0	28	9422	0	1	1	0
2126	1	0	13	0	28	9422	0	1	1	0
2127	1	0	14	0	24	6882	0	1	1	0
2142	1	0	2	0	28	9422	0	1	1	0
2143	1	0	3	0	28	9422	0	1	1	0
2144	1	0	4	0	28	9422	0	1	1	0
2145	1	0	1	0	24	6882	0	1	1	0
2146	1	0	5	0	24	6882	0	1	1	0
2147	1	0	6	0	26	7708	0	1	1	0
2148	1	0	7	0	24	6882	0	1	1	0
2149	1	0	8	0	28	9422	0	1	1	0
2150	1	0	9	0	28	9422	0	1	1	0
2151	1	0	10	0	24	6882	0	1	1	0
2152	1	0	11	0	26	7708	0	1	1	0
2153	1	0	12	0	28	9422	0	1	1	0
2154	1	0	13	0	28	9422	0	1	1	0
2155	1	0	14	0	24	6882	0	1	1	0
2170	1	0	2	0	28	9422	0	1	1	0
2171	1	0	3	0	28	9422	0	1	1	0
2172	1	0	4	0	28	9422	0	1	1	0
2173	1	0	1	0	24	6882	0	1	1	0
2174	1	0	5	0	24	6882	0	1	1	0
2175	1	0	6	0	26	7708	0	1	1	0
2176	1	0	7	0	24	6882	0	1	1	0
2177	1	0	8	0	28	9422	0	1	1	0
2178	1	0	9	0	28	9422	0	1	1	0
2179	1	0	10	0	24	6882	0	1	1	0
2180	1	0	11	0	26	7708	0	1	1	0
2181	1	0	12	0	28	9422	0	1	1	0
2182	1	0	13	0	28	9422	0	1	1	0
2183	1	0	14	0	24	6882	0	1	1	0
2198	1	0	2	0	28	9422	0	1	1	0
2199	1	0	3	0	28	9422	0	1	1	0
2200	1	0	4	0	28	9422	0	1	1	0
2201	1	0	1	0	24	6882	0	1	1	0
2202	1	0	5	0	24	6882	0	1	1	0
2203	1	0	6	0	26	7708	0	1	1	0
2204	1	0	7	0	24	6882	0	1	1	0
2205	1	0	8	0	28	9422	0	1	1	0
2206	1	0	9	0	28	9422	0	1	1	0
2207	1	0	10	0	24	6882	0	1	1	0
2208	1	0	11	0	26	7708	0	1	1	0
2209	1	0	12	0	28	9422	0	1	1	0
2210	1	0	13	0	28	9422	0	1	1	0
2211	1	0	14	0	24	6882	0	1	1	0
2226	1	0	2	0	28	9422	0	1	1	0
2227	1	0	3	0	28	9422	0	1	1	0
2228	1	0	4	0	28	9422	0	1	1	0
2229	1	0	1	0	24	6882	0	1	1	0
2230	1	0	5	0	24	6882	0	1	1	0
2231	1	0	6	0	26	7708	0	1	1	0
2232	1	0	7	0	24	6882	0	1	1	0
2233	1	0	8	0	28	9422	0	1	1	0
2234	1	0	9	0	28	9422	0	1	1	0
2235	1	0	10	0	24	6882	0	1	1	0
2236	1	0	11	0	26	7708	0	1	1	0
2237	1	0	12	0	28	9422	0	1	1	0
2238	1	0	13	0	28	9422	0	1	1	0
2239	1	0	14	0	24	6882	0	1	1	0
2254	1	0	2	0	28	9422	0	1	1	0
2255	1	0	3	0	28	9422	0	1	1	0
2256	1	0	4	0	28	9422	0	1	1	0
2257	1	0	1	0	24	6882	0	1	1	0
2258	1	0	5	0	24	6882	0	1	1	0
2259	1	0	6	0	26	7708	0	1	1	0
2260	1	0	7	0	24	6882	0	1	1	0
2261	1	0	8	0	28	9422	0	1	1	0
2262	1	0	9	0	28	9422	0	1	1	0
2263	1	0	10	0	24	6882	0	1	1	0
2264	1	0	11	0	26	7708	0	1	1	0
2265	1	0	12	0	28	9422	0	1	1	0
2266	1	0	13	0	28	9422	0	1	1	0
2267	1	0	14	0	24	6882	0	1	1	0
2282	1	0	2	0	28	9422	0	1	1	0
2283	1	0	3	0	28	9422	0	1	1	0
2284	1	0	4	0	28	9422	0	1	1	0
2285	1	0	1	0	24	6882	0	1	1	0
2286	1	0	5	0	24	6882	0	1	1	0
2287	1	0	6	0	26	7708	0	1	1	0
2288	1	0	7	0	24	6882	0	1	1	0
2289	1	0	8	0	28	9422	0	1	1	0
2290	1	0	9	0	28	9422	0	1	1	0
2291	1	0	10	0	24	6882	0	1	1	0
2292	1	0	11	0	26	7708	0	1	1	0
2293	1	0	12	0	28	9422	0	1	1	0
2294	1	0	13	0	28	9422	0	1	1	0
2295	1	0	14	0	24	6882	0	1	1	0
2310	1	0	2	0	28	9422	0	1	1	0
2311	1	0	3	0	28	9422	0	1	1	0
2312	1	0	4	0	28	9422	0	1	1	0
2313	1	0	1	0	24	6882	0	1	1	0
2314	1	0	5	0	24	6882	0	1	1	0
2315	1	0	6	0	26	7708	0	1	1	0
2316	1	0	7	0	24	6882	0	1	1	0
2317	1	0	8	0	28	9422	0	1	1	0
2318	1	0	9	0	28	9422	0	1	1	0
2319	1	0	10	0	24	6882	0	1	1	0
2320	1	0	11	0	26	7708	0	1	1	0
2321	1	0	12	0	28	9422	0	1	1	0
2322	1	0	13	0	28	9422	0	1	1	0
2323	1	0	14	0	24	6882	0	1	1	0
2338	1	0	2	0	28	9422	0	1	1	0
2339	1	0	3	0	28	9422	0	1	1	0
2340	1	0	4	0	28	9422	0	1	1	0
2341	1	0	1	0	24	6882	0	1	1	0
2342	1	0	5	0	24	6882	0	1	1	0
2343	1	0	6	0	26	7708	0	1	1	0
2344	1	0	7	0	24	6882	0	1	1	0
2345	1	0	8	0	28	9422	0	1	1	0
2346	1	0	9	0	28	9422	0	1	1	0
2347	1	0	10	0	24	6882	0	1	1	0
2348	1	0	11	0	26	7708	0	1	1	0
2349	1	0	12	0	28	9422	0	1	1	0
2350	1	0	13	0	28	9422	0	1	1	0
2351	1	0	14	0	24	6882	0	1	1	0
2366	1	0	2	0	28	9422	0	1	1	0
2367	1	0	3	0	28	9422	0	1	1	0
2368	1	0	4	0	28	9422	0	1	1	0
2369	1	0	1	0	24	6882	0	1	1	0
2370	1	0	5	0	24	6882	0	1	1	0
2371	1	0	6	0	26	7708	0	1	1	0
2372	1	0	7	0	24	6882	0	1	1	0
2373	1	0	8	0	28	9422	0	1	1	0
2374	1	0	9	0	28	9422	0	1	1	0
2375	1	0	10	0	24	6882	0	1	1	0
2376	1	0	11	0	26	7708	0	1	1	0
2377	1	0	12	0	28	9422	0	1	1	0
2378	1	0	13	0	28	9422	0	1	1	0
2379	1	0	14	0	24	6882	0	1	1	0
2394	1	0	2	0	28	9422	0	1	1	0
2395	1	0	3	0	28	9422	0	1	1	0
2396	1	0	4	0	28	9422	0	1	1	0
2397	1	0	1	0	24	6882	0	1	1	0
2398	1	0	5	0	24	6882	0	1	1	0
2399	1	0	6	0	26	7708	0	1	1	0
2400	1	0	7	0	24	6882	0	1	1	0
2401	1	0	8	0	28	9422	0	1	1	0
2402	1	0	9	0	28	9422	0	1	1	0
2403	1	0	10	0	24	6882	0	1	1	0
2404	1	0	11	0	26	7708	0	1	1	0
2405	1	0	12	0	28	9422	0	1	1	0
2406	1	0	13	0	28	9422	0	1	1	0
2407	1	0	14	0	24	6882	0	1	1	0
2422	1	0	2	0	28	9422	0	1	1	0
2423	1	0	3	0	28	9422	0	1	1	0
2424	1	0	4	0	28	9422	0	1	1	0
2425	1	0	1	0	24	6882	0	1	1	0
2426	1	0	5	0	24	6882	0	1	1	0
2427	1	0	6	0	26	7708	0	1	1	0
2428	1	0	7	0	24	6882	0	1	1	0
2429	1	0	8	0	28	9422	0	1	1	0
2430	1	0	9	0	28	9422	0	1	1	0
2431	1	0	10	0	24	6882	0	1	1	0
2432	1	0	11	0	26	7708	0	1	1	0
2433	1	0	12	0	28	9422	0	1	1	0
2434	1	0	13	0	28	9422	0	1	1	0
2435	1	0	14	0	24	6882	0	1	1	0
2450	1	0	2	0	28	9422	0	1	1	0
2451	1	0	3	0	28	9422	0	1	1	0
2452	1	0	4	0	28	9422	0	1	1	0
2453	1	0	1	0	24	6882	0	1	1	0
2454	1	0	5	0	24	6882	0	1	1	0
2455	1	0	6	0	26	7708	0	1	1	0
2456	1	0	7	0	24	6882	0	1	1	0
2457	1	0	8	0	28	9422	0	1	1	0
2458	1	0	9	0	28	9422	0	1	1	0
2459	1	0	10	0	24	6882	0	1	1	0
2460	1	0	11	0	26	7708	0	1	1	0
2461	1	0	12	0	28	9422	0	1	1	0
2462	1	0	13	0	28	9422	0	1	1	0
2463	1	0	14	0	24	6882	0	1	1	0
2478	1	0	2	0	28	9422	0	1	1	0
2479	1	0	3	0	28	9422	0	1	1	0
