1.1,7,1413.6,2113.49
1.1,8,2570.81,2365.05
1.1,9,2509.44,1346.3
1.1,10,1237.17,1989.44
1.1,11,1619.46,1633.58
1.1,12,2822.11,2343.46
1.1,13,2584.51,1802.87
1.1,14,1257.95,2580.75
1.2,1,2898.35,1776.95
1.2,2,2448.56,1592.88
1.2,3,1763.74,2396.3
1.2,4,1903.35,1058.3
1.2,5,1427.62,2747.76
1.2,6,2246.99,1916.9
1.2,7,1413.8,2113.78
1.2,8,2570.77,2365.27
1.2,9,2509.7,1346.15
1.2,10,1236.83,1989.3
1.2,11,1619.36,1633.37
1.2,12,2822.38,2343.35
1.2,13,2584.83,1802.99
1.2,14,1257.74,2581.01
1.3,1,2898.05,1776.84
1.3,2,2448.64,1593.07
1.3,3,1763.94,2396.13
1.3,4,1903.07,1058.08
1.3,5,1427.83,2747.93
1.3,6,2247.26,1916.89
1.3,7,1414,2114.07
1.3,8,2570.73,2365.48
1.3,9,2509.97,1346
1.3,10,1236.49,1989.15
1.3,11,1619.26,1633.15
1.3,12,2822.64,2343.25
1.3,13,2585.15,1803.11
1.3,14,1257.54,2581.27
1.4,1,2897.75,1776.72
1.4,2,2448.72,1593.26
1.4,3,1764.14,2395.97
1.4,4,1902.8,1057.86
1.4,5,1428.04,2748.1
1.4,6,2247.54,1916.88
1.4,7,1414.2,2114.36
1.4,8,2570.69,2365.69
1.4,9,2510.23,1345.84
1.4,10,1236.15,1989.01
1.4,11,1619.16,1632.94
1.4,12,2822.91,2343.15
1.4,13,2585.48,1803.23
1.4,14,1257.34,2581.53
1.5,1,2897.45,1776.61
1.5,2,2448.8,1593.45
1.5,3,1764.33,2395.81
1.5,4,1902.52,1057.64
1.5,5,1428.25,2748.28
1.5,6,2247.81,1916.86
1.5,7,1414.4,2114.66
1.5,8,2570.65,2365.9
1.5,9,2510.5,1345.69
1.5,10,1235.82,1988.86
1.5,11,1619.06,1632.73
1.5,12,2823.18,2343.04
1.5,13,2585.8,1803.35
1.5,14,1257.14,2581.79
1.6,1,2897.15,1776.49
1.6,2,2448.88,1593.65
1.6,3,1764.53,2395.64
1.6,4,1902.24,1057.42
1.6,5,1428.45,2748.45
1.6,6,2248.09,1916.85
1.6,7,1414.6,2114.95
1.6,8,2570.61,2366.11
1.6,9,2510.76,1345.53
1.6,10,1235.48,1988.72
1.6,11,1618.96,1632.51
1.6,12,2823.44,2342.94
1.6,13,2586.13,1803.47
1.6,14,1256.94,2582.05
1.7,1,2896.85,1776.38
1.7,2,2448.96,1593.84
1.7,3,1764.73,2395.48
1.7,4,1901.97,1057.2
1.7,5,1428.66,2748.62
1.7,6,2248.36,1916.84
1.7,7,1414.79,2115.24
1.7,8,2570.58,2366.32
1.7,9,2511.03,1345.38
1.7,10,1235.14,1988.57
1.7,11,1618.86,1632.3
1.7,12,2823.71,2342.84
1.7,13,2586.45,1803.58
1.7,14,1256.74,2582.31
1.8,1,2896.54,1776.26
1.8,2,2449.04,1594.03
1.8,3,1764.92,2395.32
1.8,4,1901.69,1056.98
1.8,5,1428.87,2748.79
1.8,6,2248.63,1916.82
1.8,7,1414.99,2115.53
1.8,8,2570.54,2366.53
1.8,9,2511.29,1345.22
1.8,10,1234.8,1988.43
1.8,11,1618.76,1632.08
1.8,12,2823.97,2342.73
1.8,13,2586.78,1803.7
1.8,14,1256.54,2582.57
1.9,1,2896.24,1776.15
1.9,2,2449.12,1594.22
1.9,3,1765.12,2395.15
1.9,4,1901.41,1056.76
1.9,5,1429.07,2748.96
1.9,6,2248.91,1916.81
1.9,7,1415.19,2115.83
1.9,8,2570.5,2366.74
1.9,9,2511.55,1345.07
1.9,10,1234.47,1988.29
1.9,11,1618.66,1631.87
1.9,12,2824.24,2342.63
1.9,13,2587.1,1803.82
1.9,14,1256.34,2582.83
2,1,2895.94,1776.03
2,2,2449.2,1594.41
2,3,1765.32,2394.99
2,4,1901.14,1056.54
2,5,1429.28,2749.14
2,6,2249.18,1916.8
2,7,1415.39,2116.12
2,8,2570.46,2366.95
2,9,2511.82,1344.91
2,10,1234.13,1988.14
2,11,1618.57,1631.65
2,12,2824.5,2342.53
2,13,2587.43,1803.94
2,14,1256.14,2583.09
2.1,1,2895.64,1775.92
2.1,2,2449.28,1594.6
2.1,3,1765.51,2394.83
2.1,4,1900.86,1056.33
2.1,5,1429.49,2749.31
2.1,6,2249.46,1916.78
2.1,7,1415.59,2116.41
2.1,8,2570.42,2367.16
2.1,9,2512.08,1344.76
2.1,10,1233.79,1988
2.1,11,1618.47,1631.44
2.1,12,2824.77,2342.42
2.1,13,2587.75,1804.06
2.1,14,1255.94,2583.35
2.2,1,2895.34,1775.8
2.2,2,2449.36,1594.79
2.2,3,1765.71,2394.66
2.2,4,1900.58,1056.11
2.2,5,1429.69,2749.48
2.2,6,2249.73,1916.77
2.2,7,1415.79,2116.7
2.2,8,2570.38,2367.37
2.2,9,2512.35,1344.61
2.2,10,1233.45,1987.85
2.2,11,1618.37,1631.22
2.2,12,2825.04,2342.32
2.2,13,2588.08,1804.18
2.2,14,1255.74,2583.61
2.3,1,2895.04,1775.69
2.3,2,2449.44,1594.98
2.3,3,1765.91,2394.5
2.3,4,1900.31,1055.89
2.3,5,1429.9,2749.65
2.3,6,2250,1916.76
2.3,7,1415.99,2116.99
2.3,8,2570.35,2367.58
2.3,9,2512.61,1344.45
2.3,10,1233.11,1987.71
2.3,11,1618.27,1631.01
2.3,12,2825.3,2342.22
2.3,13,2588.4,1804.3
2.3,14,1255.54,2583.88
2.4,1,2894.74,1775.58
2.4,2,2449.52,1595.17
2.4,3,1766.1,2394.34
2.4,4,1900.03,1055.67
2.4,5,1430.11,2749.82
2.4,6,2250.28,1916.74
2.4,7,1416.18,2117.29
2.4,8,2570.31,2367.79
2.4,9,2512.88,1344.3
2.4,10,1232.78,1987.57
2.4,11,1618.17,1630.79
2.4,12,2825.57,2342.11
2.4,13,2588.73,1804.41
2.4,14,1255.34,2584.14
2.5,1,2894.44,1775.46
2.5,2,2449.6,1595.36
2.5,3,1766.3,2394.17
2.5,4,1899.75,1055.45
2.5,5,1430.32,2750
2.5,6,2250.55,1916.73
2.5,7,1416.38,2117.58
2.5,8,2570.27,2368
2.5,9,2513.14,1344.14
2.5,10,1232.44,1987.42
2.5,11,1618.07,1630.58
2.5,12,2825.83,2342.01
2.5,13,2589.05,1804.53
2.5,14,1255.14,2584.4
2.6,1,2894.14,1775.35
2.6,2,2449.68,1595.55
2.6,3,1766.5,2394.01
2.6,4,1899.48,1055.23
2.6,5,1430.52,2750.17
2.6,6,2250.83,1916.72
2.6,7,1416.58,2117.87
2.6,8,2570.23,2368.21
2.6,9,2513.41,1343.99
2.6,10,1232.1,1987.28
2.6,11,1617.97,1630.37
2.6,12,2826.1,2341.91
2.6,13,2589.37,1804.65
2.6,14,1254.94,2584.66
2.7,1,2893.83,1775.23
2.7,2,2449.75,1595.74
2.7,3,1766.69,2393.85
2.7,4,1899.2,1055.01
2.7,5,1430.73,2750.34
2.7,6,2251.1,1916.7
2.7,7,1416.78,2118.16
2.7,8,2570.19,2368.42
2.7,9,2513.67,1343.83
2.7,10,1231.76,1987.13
2.7,11,1617.87,1630.15
2.7,12,2826.36,2341.81
2.7,13,2589.7,1804.77
2.7,14,1254.74,2584.92
2.8,1,2893.53,1775.12
2.8,2,2449.83,1595.93
2.8,3,1766.89,2393.68
2.8,4,1898.92,1054.79
2.8,5,1430.94,2750.51
2.8,6,2251.37,1916.69
2.8,7,1416.98,2118.46
2.8,8,2570.16,2368.63
2.8,9,2513.94,1343.68
2.8,10,1231.42,1986.99
2.8,11,1617.77,1629.94
2.8,12,2826.63,2341.7
2.8,13,2590.02,1804.89
2.8,14,1254.54,2585.18
2.9,1,2893.23,1775
2.9,2,2449.91,1596.12
2.9,3,1767.09,2393.52
2.9,4,1898.65,1054.57
2.9,5,1431.14,2750.68
2.9,6,2251.65,1916.68
2.9,7,1417.18,2118.75
2.9,8,2570.12,2368.84
2.9,9,2514.2,1343.53
2.9,10,1231.09,1986.84
2.9,11,1617.67,1629.72
2.9,12,2826.9,2341.6
2.9,13,2590.35,1805.01
2.9,14,1254.34,2585.44
3,1,2892.93,1774.89
3,2,2449.99,1596.31
3,3,1767.28,2393.36
3,4,1898.37,1054.35
3,5,1431.35,2750.86
3,6,2251.92,1916.66
3,7,1417.38,2119.04
3,8,2570.08,2369.05
3,9,2514.46,1343.37
3,10,1230.75,1986.7
3,11,1617.57,1629.51
3,12,2827.16,2341.5
3,13,2590.67,1805.13
3,14,1254.14,2585.7
3.1,1,2892.63,1774.77
3.1,2,2450.07,1596.5
3.1,3,1767.48,2393.19
3.1,4,1898.1,1054.13
3.1,5,1431.56,2751.03
3.1,6,2252.2,1916.65
3.1,7,1417.57,2119.33
3.1,8,2570.04,2369.26
3.1,9,2514.73,1343.22
3.1,10,1230.41,1986.56
3.1,11,1617.47,1629.29
3.1,12,2827.43,2341.39
3.1,13,2591,1805.24
3.1,14,1253.94,2585.96
3.2,1,2892.33,1774.66
3.2,2,2450.15,1596.69
3.2,3,1767.68,2393.03
3.2,4,1897.82,1053.92
3.2,5,1431.76,2751.2
3.2,6,2252.47,1916.63
3.2,7,1417.77,2119.62
3.2,8,2570,2369.47
3.2,9,2514.99,1343.06
3.2,10,1230.07,1986.41
3.2,11,1617.37,1629.08
3.2,12,2827.69,2341.29
3.2,13,2591.32,1805.36
3.2,14,1253.74,2586.22
3.3,1,2892.03,1774.54
3.3,2,2450.23,1596.89
3.3,3,1767.87,2392.87
3.3,4,1897.54,1053.7
3.3,5,1431.97,2751.37
3.3,6,2252.74,1916.62
3.3,7,1417.97,2119.92
3.3,8,2569.96,2369.68
3.3,9,2515.26,1342.91
3.3,10,1229.73,1986.27
3.3,11,1617.27,1628.86
3.3,12,2827.96,2341.19
3.3,13,2591.65,1805.48
3.3,14,1253.54,2586.48
3.4,1,2891.73,1774.43
3.4,2,2450.31,1597.08
3.4,3,1768.07,2392.7
3.4,4,1897.27,1053.48
3.4,5,1432.18,2751.54
3.4,6,2253.02,1916.61
3.4,7,1418.17,2120.21
3.4,8,2569.93,2369.89
3.4,9,2515.52,1342.75
3.4,10,1229.4,1986.12
3.4,11,1617.17,1628.65
3.4,12,2828.22,2341.08
3.4,13,2591.97,1805.6
3.4,14,1253.34,2586.74
3.5,1,2891.43,1774.31
3.5,2,2450.39,1597.27
3.5,3,1768.27,2392.54
3.5,4,1896.99,1053.26
3.5,5,1432.39,2751.72
3.5,6,2253.29,1916.59
3.5,7,1418.37,2120.5
3.5,8,2569.89,2370.1
3.5,9,2515.79,1342.6
3.5,10,1229.06,1985.98
3.5,11,1617.08,1628.44
3.5,12,2828.49,2340.98
3.5,13,2592.3,1805.72
3.5,14,1253.14,2587
3.6,1,2891.12,1774.2
3.6,2,2450.47,1597.46
3.6,3,1768.46,2392.38
3.6,4,1896.71,1053.04
3.6,5,1432.59,2751.89
3.6,6,2253.57,1916.58
3.6,7,1418.57,2120.79
3.6,8,2569.85,2370.31
3.6,9,2516.05,1342.44
3.6,10,1228.72,1985.83
3.6,11,1616.98,1628.22
3.6,12,2828.76,2340.88
3.6,13,2592.62,1805.84
3.6,14,1252.94,2587.26
3.7,1,2890.82,1774.09
3.7,2,2450.55,1597.65
3.7,3,1768.66,2392.21
3.7,4,1896.44,1052.82
3.7,5,1432.8,2752.06
3.7,6,2253.84,1916.57
3.7,7,1418.77,2121.08
3.7,8,2569.81,2370.52
3.7,9,2516.32,1342.29
3.7,10,1228.38,1985.69
3.7,11,1616.88,1628.01
3.7,12,2829.02,2340.77
3.7,13,2592.94,1805.96
3.7,14,1252.73,2587.52
3.8,1,2890.52,1773.97
3.8,2,2450.63,1597.84
3.8,3,1768.86,2392.05
3.8,4,1896.16,1052.6
3.8,5,1433.01,2752.23
3.8,6,2254.11,1916.55
3.8,7,1418.97,2121.38
3.8,8,2569.77,2370.73
3.8,9,2516.58,1342.14
3.8,10,1228.04,1985.55
3.8,11,1616.78,1627.79
3.8,12,2829.29,2340.67
3.8,13,2593.27,1806.07
3.8,14,1252.53,2587.78
3.9,1,2890.22,1773.86
3.9,2,2450.71,1598.03
3.9,3,1769.06,2391.89
3.9,4,1895.88,1052.38
3.9,5,1433.21,2752.4
3.9,6,2254.39,1916.54
3.9,7,1419.16,2121.67
3.9,8,2569.74,2370.94
3.9,9,2516.85,1341.98
3.9,10,1227.71,1985.4
3.9,11,1616.68,1627.58
3.9,12,2829.55,2340.57
3.9,13,2593.59,1806.19
3.9,14,1252.33,2588.04
4,1,2889.92,1773.74
4,2,2450.79,1598.22
4,3,1769.25,2391.72
4,4,1895.61,1052.16
4,5,1433.42,2752.57
4,6,2254.66,1916.53
4,7,1419.36,2121.96
4,8,2569.7,2371.15
4,9,2517.11,1341.83
4,10,1227.37,1985.26
4,11,1616.58,1627.36
4,12,2829.82,2340.46
4,13,2593.92,1806.31
4,14,1252.13,2588.3
4.1,1,2889.62,1773.63
4.1,2,2450.86,1598.41
4.1,3,1769.45,2391.56
4.1,4,1895.33,1051.94
4.1,5,1433.63,2752.75
4.1,6,2254.94,1916.51
4.1,7,1419.56,2122.25
4.1,8,2569.66,2371.36
4.1,9,2517.37,1341.67
4.1,10,1227.03,1985.11
4.1,11,1616.48,1627.15
4.1,12,2830.08,2340.36
4.1,13,2594.24,1806.43
4.1,14,1251.93,2588.57
4.2,1,2889.32,1773.51
4.2,2,2450.94,1598.6
4.2,3,1769.65,2391.4
4.2,4,1895.05,1051.72
4.2,5,1433.83,2752.92
4.2,6,2255.21,1916.5
4.2,7,1419.76,2122.55
4.2,8,2569.62,2371.57
4.2,9,2517.64,1341.52
4.2,10,1226.69,1984.97
4.2,11,1616.38,1626.93
4.2,12,2830.35,2340.26
4.2,13,2594.57,1806.55
4.2,14,1251.73,2588.83
4.3,1,2889.02,1773.4
4.3,2,2451.02,1598.79
4.3,3,1769.84,2391.23
4.3,4,1894.78,1051.5
4.3,5,1434.04,2753.09
4.3,6,2255.48,1916.49
4.3,7,1419.96,2122.84
4.3,8,2569.58,2371.78
4.3,9,2517.9,1341.36
4.3,10,1226.36,1984.82
4.3,11,1616.28,1626.72
4.3,12,2830.62,2340.15
4.3,13,2594.89,1806.67
4.3,14,1251.53,2589.09
4.4,1,2888.72,1773.28
4.4,2,2451.1,1598.98
4.4,3,1770.04,2391.07
4.4,4,1894.5,1051.29
4.4,5,1434.25,2753.26
4.4,6,2255.76,1916.47
4.4,7,1420.16,2123.13
4.4,8,2569.54,2371.99
4.4,9,2518.17,1341.21
4.4,10,1226.02,1984.68
4.4,11,1616.18,1626.5
4.4,12,2830.88,2340.05
4.4,13,2595.22,1806.79
4.4,14,1251.33,2589.35
4.5,1,2888.42,1773.17
4.5,2,2451.18,1599.17
4.5,3,1770.24,2390.91
4.5,4,1894.22,1051.07
4.5,5,1434.45,2753.43
4.5,6,2256.03,1916.46
4.5,7,1420.36,2123.42
4.5,8,2569.51,2372.2
4.5,9,2518.43,1341.06
4.5,10,1225.68,1984.54
4.5,11,1616.08,1626.29
4.5,12,2831.15,2339.95
4.5,13,2595.54,1806.91
4.5,14,1251.13,2589.61
4.6,1,2888.11,1773.05
4.6,2,2451.26,1599.36
4.6,3,1770.43,2390.74
4.6,4,1893.95,1050.85
4.6,5,1434.66,2753.61
4.6,6,2256.31,1916.45
4.6,7,1420.55,2123.71
4.6,8,2569.47,2372.41
4.6,9,2518.7,1340.9
4.6,10,1225.34,1984.39
4.6,11,1615.98,1626.08
4.6,12,2831.41,2339.85
4.6,13,2595.87,1807.02
4.6,14,1250.93,2589.87
4.7,1,2887.81,1772.94
4.7,2,2451.34,1599.55
4.7,3,1770.63,2390.58
4.7,4,1893.67,1050.63
4.7,5,1434.87,2753.78
4.7,6,2256.58,1916.43
4.7,7,1420.75,2124.01
4.7,8,2569.43,2372.62
4.7,9,2518.96,1340.75
4.7,10,1225,1984.25
4.7,11,1615.88,1625.86
4.7,12,2831.68,2339.74
4.7,13,2596.19,1807.14
4.7,14,1250.73,2590.13
4.8,1,2887.51,1772.82
4.8,2,2451.42,1599.74
4.8,3,1770.83,2390.42
4.8,4,1893.4,1050.41
4.8,5,1435.08,2753.95
4.8,6,2256.85,1916.42
4.8,7,1420.95,2124.3
4.8,8,2569.39,2372.83
4.8,9,2519.23,1340.59
4.8,10,1224.67,1984.1
4.8,11,1615.78,1625.65
4.8,12,2831.94,2339.64
4.8,13,2596.52,1807.26
4.8,14,1250.53,2590.39
4.9,1,2887.21,1772.71
4.9,2,2451.5,1599.93
4.9,3,1771.02,2390.25
4.9,4,1893.12,1050.19
4.9,5,1435.28,2754.12
4.9,6,2257.13,1916.4
4.9,7,1421.15,2124.59
4.9,8,2569.35,2373.04
4.9,9,2519.49,1340.44
4.9,10,1224.33,1983.96
4.9,11,1615.69,1625.43
4.9,12,2832.21,2339.54
4.9,13,2596.84,1807.38
4.9,14,1250.33,2590.65
