timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
100,00009,111,8,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
300,00009,111,8,139,139,1,9,0,177,148,3,7,167,13,29,280367,3,0,0,19,44,111,0,0,0,0,13,53,111,0,1,177,148,3,7,167,29,280367,13.650754,3,0,0,19,44,111,0,0,0,0,13,53,111,0,6935.152555,22950.000000
400,00003,111,8,139,139,1,2,0,46,12,46,0,0,3,34,4922,46,0,0,0,0,0,46,0,0,0,0,0,0,336768,1,46,12,46,0,0,34,4922,3.418947,46,0,0,0,0,0,46,0,0,0,0,0,0,336768,17632.758777,5240.000000
500,00006,111,8,139,139,1,15,0,404,313,321,83,0,21,91,148991,212,109,83,0,0,0,42,0,68,293,1,0,0,845108,2,362,301,279,83,0,61,147027,20.139683,170,109,83,0,0,0,0,0,68,293,1,0,0,398895,8226.747924,9850.000000
500,00007,111,8,139,139,1,15,0,404,313,321,83,0,21,91,148991,212,109,83,0,0,0,42,0,68,293,1,0,0,845108,2,42,12,42,0,0,30,1964,1.130162,42,0,0,0,0,0,42,0,0,0,0,0,0,446213,8447.306489,5240.000000
600,00007,111,8,139,139,1,15,0,421,330,96,162,163,21,91,363653,91,5,107,175,43,0,73,0,32,0,308,8,0,1472513,3,36,9,36,0,0,27,1872,5.361429,36,0,0,0,0,0,36,0,0,0,0,0,0,567629,9677.133427,6070.000000
600,00002,111,8,139,139,1,15,0,421,330,96,162,163,21,91,363653,91,5,107,175,43,0,73,0,32,0,308,8,0,1472513,3,348,311,23,162,163,37,359857,16.072469,18,5,107,175,43,0,0,0,32,0,308,8,0,290954,8649.290415,30180.000000
600,00005,111,8,139,139,1,15,0,421,330,96,162,163,21,91,363653,91,5,107,175,43,0,73,0,32,0,308,8,0,1472513,3,37,10,37,0,0,27,1924,0.917246,37,0,0,0,0,0,37,0,0,0,0,0,0,613930,25125.341708,5240.000000
700,00002,111,8,139,139,1,45,0,881,679,115,276,490,63,202,446871,115,0,120,462,184,0,91,21,0,0,541,228,0,2767574,5,385,340,0,133,252,45,241701,56.046786,0,0,13,241,131,0,0,0,0,0,331,54,0,219304,8228.766246,22210.000000
700,00001,111,8,139,139,1,45,0,881,679,115,276,490,63,202,446871,115,0,120,462,184,0,91,21,0,0,541,228,0,2767574,5,34,10,34,0,0,24,465,0.223154,34,0,0,0,0,0,34,0,0,0,0,0,0,703398,11107.915216,5240.000000
700,00011,111,8,139,139,1,45,0,881,679,115,276,490,63,202,446871,115,0,120,462,184,0,91,21,0,0,541,228,0,2767574,5,41,11,41,0,0,30,570,0.272743,41,0,0,0,0,0,30,11,0,0,0,0,0,730899,11381.611870,5970.000000
700,00009,111,8,139,139,1,45,0,881,679,115,276,490,63,202,446871,115,0,120,462,184,0,91,21,0,0,541,228,0,2767574,5,384,306,3,143,238,78,203220,7.303858,3,0,107,221,53,0,0,0,0,0,210,174,0,350432,8111.534792,14140.000000
700,00008,111,8,139,139,1,45,0,881,679,115,276,490,63,202,446871,115,0,120,462,184,0,91,21,0,0,541,228,0,2767574,5,37,12,37,0,0,25,915,0.403802,37,0,0,0,0,0,27,10,0,0,0,0,0,763541,13252.975875,5240.000000
800,00001,111,8,139,139,1,12,0,393,313,253,140,0,17,80,169900,98,155,140,0,0,0,28,8,42,305,10,0,0,1471109,2,36,9,36,0,0,27,1872,5.361429,36,0,0,0,0,0,28,8,0,0,0,0,0,839224,11727.541985,5970.000000
800,00004,111,8,139,139,1,12,0,393,313,253,140,0,17,80,169900,98,155,140,0,0,0,28,8,42,305,10,0,0,1471109,2,357,304,217,140,0,53,168028,12.216204,62,155,140,0,0,0,0,0,42,305,10,0,0,631885,8294.112035,12470.000000
900,00005,111,8,139,139,1,0,0,48,12,48,0,0,1,36,4476,48,0,0,0,0,0,48,0,0,0,0,0,0,1007653,1,48,12,48,0,0,36,4476,1.388843,48,0,0,0,0,0,48,0,0,0,0,0,0,1007653,24866.209282,5340.000000
1000,00007,111,8,139,139,1,0,0,46,12,46,0,0,1,34,4922,46,0,0,0,0,0,46,0,0,0,0,0,0,935438,1,46,12,46,0,0,34,4922,1.369116,46,0,0,0,0,0,46,0,0,0,0,0,0,935438,8879.011383,5240.000000
1100,00002,111,8,139,139,1,5,0,694,530,441,156,97,8,164,223878,299,142,143,16,94,0,48,2,161,177,246,60,0,2738507,3,372,302,119,156,97,70,192500,5.826806,3,116,143,16,94,0,0,0,0,66,246,60,0,345344,7753.558773,15510.000000
1100,00012,111,8,139,139,1,5,0,694,530,441,156,97,8,164,223878,299,142,143,16,94,0,48,2,161,177,246,60,0,2738507,3,274,216,274,0,0,58,29638,3.326060,248,26,0,0,0,0,0,2,161,111,0,0,0,1158196,6482.832546,7540.000000
1100,00014,111,8,139,139,1,5,0,694,530,441,156,97,8,164,223878,299,142,143,16,94,0,48,2,161,177,246,60,0,2738507,3,48,12,48,0,0,36,1740,0.469031,48,0,0,0,0,0,48,0,0,0,0,0,0,1234967,12743.782319,5240.000000
1200,00002,111,8,139,139,1,76,0,459,336,97,31,331,107,123,513900,52,45,14,71,277,0,51,1,0,55,65,287,0,2475986,3,407,320,45,31,331,87,511424,104.150714,0,45,14,71,277,0,0,0,0,55,65,287,0,96758,8328.366674,9850.000000
1200,00014,111,8,139,139,1,76,0,459,336,97,31,331,107,123,513900,52,45,14,71,277,0,51,1,0,55,65,287,0,2475986,3,22,7,22,0,0,15,1144,3.276429,22,0,0,0,0,0,22,0,0,0,0,0,0,1360405,13243.742346,5240.000000
1200,00003,111,8,139,139,1,76,0,459,336,97,31,331,107,123,513900,52,45,14,71,277,0,51,1,0,55,65,287,0,2475986,3,30,9,30,0,0,21,1332,0.322477,30,0,0,0,0,0,29,1,0,0,0,0,0,1018823,6624.670141,6280.000000
1300,00009,111,8,139,139,1,5,0,365,321,152,176,37,8,44,253192,62,90,152,52,9,0,0,0,15,116,231,3,0,984386,1,365,321,152,176,37,44,253192,8.132918,62,90,152,52,9,0,0,0,15,116,231,3,0,984386,9082.191738,22530.000000
1400,00006,111,8,139,139,1,4,0,560,432,485,75,0,6,128,148007,287,198,63,12,0,0,66,6,156,262,70,0,0,4146806,3,361,312,286,75,0,49,131894,5.815736,88,198,63,12,0,0,0,0,29,262,70,0,0,1530197,8848.875689,9220.000000
1400,00011,111,8,139,139,1,4,0,560,432,485,75,0,6,128,148007,287,198,63,12,0,0,66,6,156,262,70,0,0,4146806,3,48,12,48,0,0,36,1632,0.347314,48,0,0,0,0,0,48,0,0,0,0,0,0,1595244,7913.636024,6490.000000
1400,00010,111,8,139,139,1,4,0,560,432,485,75,0,6,128,148007,287,198,63,12,0,0,66,6,156,262,70,0,0,4146806,3,151,108,151,0,0,43,14481,1.391028,151,0,0,0,0,0,18,6,127,0,0,0,0,1021365,9597.173117,6490.000000
1500,00011,111,8,139,139,1,7,0,36,9,36,0,0,10,27,3852,36,0,0,0,0,0,36,0,0,0,0,0,0,1718785,1,36,9,36,0,0,27,3852,10.722857,36,0,0,0,0,0,36,0,0,0,0,0,0,1718785,8253.776359,5240.000000
1600,00003,111,8,139,139,1,0,0,109,36,109,0,0,0,73,7438,109,0,0,0,0,0,88,16,5,0,0,0,0,3064620,3,42,12,42,0,0,30,2948,0.521006,42,0,0,0,0,0,41,1,0,0,0,0,0,1518857,7343.091476,5340.000000
1600,00005,111,8,139,139,1,0,0,109,36,109,0,0,0,73,7438,109,0,0,0,0,0,88,16,5,0,0,0,0,3064620,3,34,10,34,0,0,24,2092,0.372147,34,0,0,0,0,0,34,0,0,0,0,0,0,412109,20241.028003,5340.000000
1600,00010,111,8,139,139,1,0,0,109,36,109,0,0,0,73,7438,109,0,0,0,0,0,88,16,5,0,0,0,0,3064620,3,33,14,33,0,0,19,2398,0.423317,33,0,0,0,0,0,13,15,5,0,0,0,0,1133654,9697.538548,12680.000000
1700,00003,111,8,139,139,1,17,0,89,42,89,0,0,24,47,11145,89,0,0,0,0,0,46,15,28,0,0,0,0,2889403,2,36,9,36,0,0,27,3852,10.722857,36,0,0,0,0,0,35,1,0,0,0,0,0,1654190,7546.298658,5240.000000
1700,00010,111,8,139,139,1,17,0,89,42,89,0,0,24,47,11145,89,0,0,0,0,0,46,15,28,0,0,0,0,2889403,2,53,33,53,0,0,20,7293,14.793571,53,0,0,0,0,0,11,14,28,0,0,0,0,1235213,9695.972430,5240.000000
1800,00010,111,8,139,139,1,9,0,1065,825,480,342,243,13,240,275428,223,257,180,385,20,0,0,40,172,338,440,75,0,6460426,4,113,86,113,0,0,27,12887,9.332857,22,91,0,0,0,0,0,18,26,69,0,0,0,1350049,9583.356120,5240.000000
