timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
100,00001,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00004,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00006,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00007,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00010,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00013,111,2,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
600,00001,111,2,139,139,1,8,0,775,669,420,6,349,12,106,348450,371,49,6,0,0,349,11,8,341,61,2,0,352,927527,12,4,1,4,0,0,3,132,0.066108,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3563.877883,10480.000000
600,00004,111,2,139,139,1,8,0,775,669,420,6,349,12,106,348450,371,49,6,0,0,349,11,8,341,61,2,0,352,927527,12,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
600,00016,111,2,139,139,1,8,0,775,669,420,6,349,12,106,348450,371,49,6,0,0,349,11,8,341,61,2,0,352,927527,12,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.333596,0.000000
600,00002,111,2,139,139,1,8,0,775,669,420,6,349,12,106,348450,371,49,6,0,0,349,11,8,341,61,2,0,352,927527,12,49,24,43,6,0,25,2752,0.454491,32,11,6,0,0,0,11,1,19,16,2,0,0,0,258.136365,110.000000
