% time	cellId	IMSI	frame	sframe	RNTI	mcs	size	ccId
0.317	0	0	32	8	4	0	349	0
0.318	0	0	32	9	4	0	349	0
0.319	0	0	32	10	11	0	173	0
0.319	0	0	32	10	4	0	173	0
0.32	0	0	33	1	4	0	349	0
0.321	0	0	33	2	4	0	349	0
0.322	0	0	33	3	15	0	173	0
0.322	0	0	33	3	4	0	173	0
0.323	0	0	33	4	4	0	349	0
0.324	0	0	33	5	5	0	173	0
0.324	0	0	33	5	4	26	3822	0
0.325	0	0	33	6	4	26	7708	0
0.326	0	0	33	7	8	0	349	0
0.327	0	0	33	8	12	0	173	0
0.327	0	0	33	8	4	26	3822	0
0.328	0	0	33	9	4	26	7708	0
0.33	0	0	34	1	20	0	349	0
0.331	0	0	34	2	5	26	7708	0
0.332	0	0	34	3	11	26	7708	0
0.333	0	0	34	4	8	26	7708	0
0.334	0	0	34	5	12	24	6882	0
0.335	0	0	34	6	15	26	7708	0
0.336	0	0	34	7	20	0	349	0
0.338	0	0	34	9	11	26	7708	0
0.342	0	0	35	3	15	26	7708	0
0.344	0	0	35	5	5	26	7708	0
0.346	0	0	35	7	8	26	7708	0
0.347	0	0	35	8	12	24	6882	0
0.349	0	0	35	10	20	28	9422	0
0.35	0	0	36	1	5	26	7708	0
0.351	0	0	36	2	11	26	7708	0
0.352	0	0	36	3	8	26	7708	0
0.353	0	0	36	4	12	24	6882	0
0.354	0	0	36	5	15	26	3822	0
0.354	0	0	36	5	4	26	3822	0
0.355	0	0	36	6	4	26	7708	0
0.356	0	0	36	7	20	28	9422	0
0.358	0	0	36	9	4	26	7708	0
0.36	0	0	37	1	4	26	7708	0
0.361	0	0	37	2	4	26	7708	0
0.366	0	0	37	7	5	26	7708	0
0.368	0	0	37	9	8	26	7708	0
0.37	0	0	38	1	12	24	6882	0
0.372	0	0	38	3	20	28	9422	0
0.373	0	0	38	4	5	26	7708	0
0.374	0	0	38	5	11	26	7708	0
0.375	0	0	38	6	8	26	7708	0
0.376	0	0	38	7	12	24	6882	0
0.377	0	0	38	8	15	26	7708	0
0.378	0	0	38	9	20	28	9422	0
0.38	0	0	39	1	11	26	7708	0
0.383	0	0	39	4	15	26	7708	0
0.385	0	0	39	6	5	26	7708	0
0.387	0	0	39	8	8	26	7708	0
0.388	0	0	39	9	12	24	6882	0
0.39	0	0	40	1	20	28	9422	0
0.391	0	0	40	2	4	26	7708	0
0.392	0	0	40	3	5	26	7708	0
0.393	0	0	40	4	11	26	7708	0
0.394	0	0	40	5	8	26	7708	0
0.395	0	0	40	6	12	24	6882	0
0.396	0	0	40	7	15	26	7708	0
0.397	0	0	40	8	20	28	9422	0
0.399	0	0	40	10	11	26	7708	0
0.402	0	0	41	3	15	26	7708	0
0.404	0	0	41	5	5	26	7708	0
0.407	0	0	41	8	8	26	7708	0
0.408	0	0	41	9	12	24	6882	0
0.41	0	0	42	1	20	28	9422	0
0.411	0	0	42	2	5	26	7708	0
0.412	0	0	42	3	11	26	7708	0
0.413	0	0	42	4	8	26	7708	0
0.414	0	0	42	5	12	24	6882	0
0.415	0	0	42	6	15	26	7708	0
0.416	0	0	42	7	20	28	9422	0
0.418	0	0	42	9	11	26	7708	0
0.421	0	0	43	2	15	26	7708	0
0.423	0	0	43	4	5	26	7708	0
0.425	0	0	43	6	8	26	7708	0
0.426	0	0	43	7	12	24	6882	0
0.428	0	0	43	9	4	26	7708	0
0.429	0	0	43	10	20	28	9422	0
0.43	0	0	44	1	5	26	7708	0
0.431	0	0	44	2	11	26	7708	0
0.432	0	0	44	3	8	26	7708	0
0.433	0	0	44	4	12	24	6882	0
0.434	0	0	44	5	15	26	7708	0
0.435	0	0	44	6	20	28	9422	0
0.437	0	0	44	8	11	26	7708	0
0.44	0	0	45	1	15	26	3822	0
0.44	0	0	45	1	4	26	3822	0
0.442	0	0	45	3	5	26	7708	0
0.445	0	0	45	6	8	26	7708	0
0.446	0	0	45	7	12	24	6882	0
0.448	0	0	45	9	20	28	9422	0
0.449	0	0	45	10	5	26	7708	0
0.45	0	0	46	1	11	26	7708	0
0.451	0	0	46	2	8	26	7708	0
0.452	0	0	46	3	12	24	6882	0
0.453	0	0	46	4	15	26	7708	0
0.454	0	0	46	5	20	28	9422	0
0.457	0	0	46	8	11	26	7708	0
0.458	0	0	46	9	21	28	9422	0
0.462	0	0	47	3	21	28	9422	0
0.464	0	0	47	5	5	26	7708	0
0.465	0	0	47	6	4	26	7708	0
0.467	0	0	47	8	8	26	7708	0
0.468	0	0	47	9	12	24	6882	0
0.47	0	0	48	1	20	28	9422	0
0.471	0	0	48	2	5	26	7708	0
0.472	0	0	48	3	11	26	7708	0
0.473	0	0	48	4	8	26	7708	0
0.474	0	0	48	5	12	24	6882	0
0.476	0	0	48	7	15	26	7708	0
0.477	0	0	48	8	4	26	7708	0
0.483	0	0	49	4	21	28	9422	0
0.487	0	0	49	8	5	26	7708	0
0.488	0	0	49	9	21	28	9422	0
0.49	0	0	50	1	8	26	7708	0
0.491	0	0	50	2	12	24	6882	0
0.493	0	0	50	4	20	28	9422	0
0.494	0	0	50	5	5	26	7708	0
0.495	0	0	50	6	11	26	7708	0
0.496	0	0	50	7	8	26	7708	0
0.497	0	0	50	8	12	24	6882	0
0.498	0	0	50	9	15	26	3822	0
0.498	0	0	50	9	4	26	3822	0
0.499	0	0	50	10	20	28	9422	0
0.501	0	0	51	2	11	26	7708	0
0.502	0	0	51	3	4	26	7708	0
0.503	0	0	51	4	4	26	7708	0
0.508	0	0	51	9	21	28	9422	0
0.509	0	0	51	10	5	26	7708	0
0.511	0	0	52	2	8	26	7708	0
0.512	0	0	52	3	12	24	6882	0
0.515	0	0	52	6	20	28	9422	0
0.516	0	0	52	7	5	26	7708	0
0.518	0	0	52	9	11	26	7708	0
0.521	0	0	53	2	15	26	7708	0
0.522	0	0	53	3	20	28	9422	0
0.524	0	0	53	5	11	26	7708	0
0.527	0	0	53	8	15	26	7708	0
0.529	0	0	53	10	5	26	7708	0
0.53	0	0	54	1	4	26	7708	0
0.531	0	0	54	2	8	26	7708	0
0.532	0	0	54	3	12	24	3422	0
0.532	0	0	54	3	4	26	3822	0
0.534	0	0	54	5	20	28	9422	0
0.535	0	0	54	6	4	26	7708	0
0.536	0	0	54	7	4	26	7708	0
0.537	0	0	54	8	21	28	9422	0
0.539	0	0	54	10	11	26	7708	0
0.542	0	0	55	3	15	26	7708	0
0.545	0	0	55	6	11	26	7708	0
0.548	0	0	55	9	15	26	7708	0
0.55	0	0	56	1	5	26	7708	0
0.552	0	0	56	3	8	26	7708	0
0.553	0	0	56	4	12	24	6882	0
0.555	0	0	56	6	20	28	9422	0
0.556	0	0	56	7	5	26	7708	0
0.557	0	0	56	8	11	26	7708	0
0.558	0	0	56	9	4	26	3822	0
0.558	0	0	56	9	8	26	3822	0
0.559	0	0	56	10	12	24	3422	0
0.559	0	0	56	10	4	26	3822	0
0.56	0	0	57	1	15	26	7708	0
0.561	0	0	57	2	20	28	9422	0
0.563	0	0	57	4	11	26	7708	0
0.565	0	0	57	6	4	26	7708	0
0.566	0	0	57	7	15	26	3822	0
0.566	0	0	57	7	4	26	3822	0
0.567	0	0	57	8	4	26	7708	0
0.568	0	0	57	9	4	26	7708	0
0.57	0	0	58	1	5	26	7708	0
0.571	0	0	58	2	21	28	9422	0
0.573	0	0	58	4	8	26	7708	0
0.574	0	0	58	5	12	24	6882	0
0.575	0	0	58	6	21	28	9422	0
0.576	0	0	58	7	21	28	9422	0
0.578	0	0	58	9	20	28	9422	0
0.581	0	0	59	2	11	26	7708	0
0.586	0	0	59	7	15	26	7708	0
0.588	0	0	59	9	5	26	7708	0
0.591	0	0	60	2	21	28	9422	0
0.592	0	0	60	3	12	24	6882	0
0.593	0	0	60	4	15	26	7708	0
0.595	0	0	60	6	21	28	9422	0
0.597	0	0	60	8	21	28	9422	0
0.599	0	0	60	10	8	26	7708	0
0.602	0	0	61	3	4	26	7708	0
0.605	0	0	61	6	20	28	9422	0
0.606	0	0	61	7	5	26	7708	0
0.607	0	0	61	8	11	26	7708	0
0.61	0	0	62	1	15	26	7708	0
0.611	0	0	62	2	20	28	9422	0
0.612	0	0	62	3	5	26	7708	0
0.613	0	0	62	4	11	26	7708	0
0.615	0	0	62	6	12	24	6882	0
0.616	0	0	62	7	15	26	7708	0
0.62	0	0	63	1	21	28	9422	0
0.622	0	0	63	3	8	26	7708	0
0.625	0	0	63	6	20	28	9422	0
0.626	0	0	63	7	5	26	7708	0
0.627	0	0	63	8	11	26	7708	0
0.628	0	0	63	9	8	26	7708	0
0.63	0	0	64	1	15	26	7708	0
0.631	0	0	64	2	20	28	9422	0
0.632	0	0	64	3	5	26	7708	0
0.633	0	0	64	4	11	26	7708	0
0.635	0	0	64	6	12	24	6882	0
0.636	0	0	64	7	15	26	7708	0
0.639	0	0	64	10	21	28	4587	0
0.639	0	0	64	10	4	26	3822	0
0.64	0	0	65	1	4	26	7708	0
0.641	0	0	65	2	8	26	7708	0
0.642	0	0	65	3	12	24	6882	0
0.644	0	0	65	5	20	28	9422	0
0.645	0	0	65	6	21	28	9422	0
0.646	0	0	65	7	5	26	7708	0
0.647	0	0	65	8	11	26	7708	0
0.648	0	0	65	9	8	26	7708	0
0.653	0	0	66	4	5	26	7708	0
0.657	0	0	66	8	21	28	9422	0
0.658	0	0	66	9	12	26	7708	0
0.659	0	0	66	10	15	26	7708	0
0.662	0	0	67	3	21	28	9422	0
0.664	0	0	67	5	8	26	7708	0
0.665	0	0	67	6	12	26	7708	0
0.666	0	0	67	7	15	26	7708	0
0.667	0	0	67	8	20	28	9422	0
0.668	0	0	67	9	5	26	7708	0
0.669	0	0	67	10	11	26	7708	0
0.67	0	0	68	1	8	26	7708	0
0.674	0	0	68	5	20	28	9422	0
0.675	0	0	68	6	5	26	7708	0
0.676	0	0	68	7	4	26	7708	0
0.679	0	0	68	10	12	26	7708	0
0.684	0	0	69	5	8	26	7708	0
0.685	0	0	69	6	12	26	7708	0
0.686	0	0	69	7	15	26	7708	0
0.687	0	0	69	8	20	28	9422	0
0.688	0	0	69	9	5	26	7708	0
0.689	0	0	69	10	11	26	7708	0
0.69	0	0	70	1	8	26	7708	0
0.692	0	0	70	3	21	28	9422	0
0.699	0	0	70	10	12	26	7708	0
0.704	0	0	71	5	8	26	7708	0
0.705	0	0	71	6	12	26	7708	0
0.707	0	0	71	8	20	28	9422	0
0.708	0	0	71	9	5	26	7708	0
0.709	0	0	71	10	11	26	7708	0
0.71	0	0	72	1	8	26	7708	0
0.712	0	0	72	3	15	26	7708	0
0.713	0	0	72	4	4	26	7708	0
0.714	0	0	72	5	20	28	9422	0
0.715	0	0	72	6	5	26	7708	0
0.716	0	0	72	7	11	26	7708	0
0.718	0	0	72	9	12	26	7708	0
0.719	0	0	72	10	15	26	7708	0
0.723	0	0	73	4	8	26	7708	0
0.724	0	0	73	5	12	26	7708	0
0.726	0	0	73	7	21	28	9422	0
0.727	0	0	73	8	20	28	9422	0
0.729	0	0	73	10	5	26	7708	0
0.73	0	0	74	1	11	26	7708	0
0.731	0	0	74	2	21	28	9422	0
0.735	0	0	74	6	15	26	7708	0
0.744	0	0	75	5	8	26	7708	0
0.745	0	0	75	6	12	26	7708	0
0.747	0	0	75	8	20	28	9422	0
0.748	0	0	75	9	5	26	7708	0
0.749	0	0	75	10	11	26	7708	0
0.75	0	0	76	1	4	26	7708	0
0.751	0	0	76	2	8	26	7708	0
0.752	0	0	76	3	12	26	3822	0
0.752	0	0	76	3	4	26	3822	0
0.753	0	0	76	4	4	26	7708	0
0.754	0	0	76	5	20	28	9422	0
0.755	0	0	76	6	5	26	7708	0
0.756	0	0	76	7	11	26	7708	0
0.757	0	0	76	8	21	28	9422	0
0.76	0	0	77	1	15	26	7708	0
0.763	0	0	77	4	21	28	9422	0
0.766	0	0	77	7	8	26	7708	0
0.767	0	0	77	8	12	26	7708	0
0.769	0	0	77	10	20	28	9422	0
0.77	0	0	78	1	5	26	7708	0
0.772	0	0	78	3	11	26	7708	0
0.773	0	0	78	4	8	26	7708	0
0.774	0	0	78	5	12	26	7708	0
0.776	0	0	78	7	20	28	9422	0
0.777	0	0	78	8	5	26	7708	0
0.778	0	0	78	9	11	26	7708	0
0.781	0	0	79	2	15	26	7708	0
0.785	0	0	79	6	8	26	7708	0
0.786	0	0	79	7	12	26	3822	0
0.786	0	0	79	7	4	26	3822	0
0.787	0	0	79	8	4	26	7708	0
0.788	0	0	79	9	15	26	7708	0
0.789	0	0	79	10	20	28	9422	0
0.79	0	0	80	1	5	26	7708	0
0.791	0	0	80	2	21	28	9422	0
0.792	0	0	80	3	11	26	7708	0
0.796	0	0	80	7	20	28	9422	0
0.797	0	0	80	8	5	26	7708	0
0.798	0	0	80	9	21	28	9422	0
0.804	0	0	81	5	12	26	7708	0
0.805	0	0	81	6	15	26	7708	0
0.807	0	0	81	8	20	28	9422	0
0.808	0	0	81	9	5	26	7708	0
0.81	0	0	82	1	8	26	7708	0
0.811	0	0	82	2	12	26	7708	0
0.812	0	0	82	3	15	26	7708	0
0.813	0	0	82	4	20	28	9422	0
0.814	0	0	82	5	5	26	7708	0
0.815	0	0	82	6	11	26	7708	0
0.816	0	0	82	7	8	26	7708	0
0.821	0	0	83	2	11	26	7708	0
0.822	0	0	83	3	4	26	7708	0
0.823	0	0	83	4	4	26	7708	0
0.824	0	0	83	5	12	26	7708	0
0.825	0	0	83	6	15	26	7708	0
0.826	0	0	83	7	21	28	9422	0
0.827	0	0	83	8	20	28	9422	0
0.828	0	0	83	9	5	26	7708	0
0.83	0	0	84	1	8	26	7708	0
0.831	0	0	84	2	12	26	7708	0
0.832	0	0	84	3	15	26	7708	0
0.833	0	0	84	4	20	28	9422	0
0.834	0	0	84	5	5	26	7708	0
0.838	0	0	84	9	11	26	7708	0
0.844	0	0	85	5	11	26	7708	0
0.845	0	0	85	6	21	28	9422	0
0.847	0	0	85	8	12	26	7708	0
0.848	0	0	85	9	15	26	7708	0
0.849	0	0	85	10	20	28	9422	0
0.85	0	0	86	1	5	26	7708	0
0.851	0	0	86	2	21	28	9422	0
0.853	0	0	86	4	8	26	7708	0
0.854	0	0	86	5	12	26	7708	0
0.855	0	0	86	6	15	26	7708	0
0.856	0	0	86	7	20	28	9422	0
0.859	0	0	86	10	4	26	7708	0
0.86	0	0	87	1	11	26	7708	0
0.863	0	0	87	4	15	26	7708	0
0.864	0	0	87	5	21	28	9422	0
0.867	0	0	87	8	11	26	7708	0
0.869	0	0	87	10	21	28	9422	0
0.87	0	0	88	1	12	26	7708	0
0.872	0	0	88	3	20	28	9422	0
0.873	0	0	88	4	5	26	7708	0
0.876	0	0	88	7	8	26	7708	0
0.877	0	0	88	8	12	26	7708	0
0.879	0	0	88	10	20	28	9422	0
0.88	0	0	89	1	5	26	7708	0
0.881	0	0	89	2	11	26	7708	0
0.882	0	0	89	3	8	26	7708	0
0.884	0	0	89	5	15	26	7708	0
0.887	0	0	89	8	11	26	7708	0
0.889	0	0	89	10	12	26	7708	0
0.89	0	0	90	1	15	26	7708	0
0.891	0	0	90	2	20	28	9422	0
0.892	0	0	90	3	5	26	7708	0
0.894	0	0	90	5	8	26	7708	0
0.895	0	0	90	6	12	26	7708	0
0.896	0	0	90	7	4	26	7708	0
0.898	0	0	90	9	20	28	9422	0
0.899	0	0	90	10	5	26	7708	0
0.9	0	0	91	1	11	26	7708	0
0.901	0	0	91	2	8	26	7708	0
0.903	0	0	91	4	15	26	7708	0
0.906	0	0	91	7	11	26	7708	0
0.908	0	0	91	9	12	26	7708	0
0.909	0	0	91	10	15	26	7708	0
0.91	0	0	92	1	20	28	9422	0
0.912	0	0	92	3	5	26	7708	0
0.914	0	0	92	5	8	26	7708	0
0.915	0	0	92	6	21	28	9422	0
0.919	0	0	92	10	5	26	7708	0
0.92	0	0	93	1	21	28	9422	0
0.921	0	0	93	2	11	26	7708	0
0.924	0	0	93	5	15	26	7708	0
0.927	0	0	93	8	11	26	7708	0
0.93	0	0	94	1	12	26	7708	0
0.931	0	0	94	2	15	26	7708	0
0.933	0	0	94	4	4	26	7708	0
0.934	0	0	94	5	20	28	9422	0
0.935	0	0	94	6	5	26	7708	0
0.937	0	0	94	8	8	26	7708	0
0.94	0	0	95	1	20	28	9422	0
0.941	0	0	95	2	5	26	7708	0
0.942	0	0	95	3	11	26	7708	0
0.943	0	0	95	4	8	26	7708	0
0.945	0	0	95	6	15	26	7708	0
0.949	0	0	95	10	11	26	7708	0
0.951	0	0	96	2	12	26	7708	0
0.952	0	0	96	3	21	28	9422	0
0.954	0	0	96	5	20	28	9422	0
0.955	0	0	96	6	5	26	7708	0
0.957	0	0	96	8	21	28	9422	0
0.959	0	0	96	10	8	26	7708	0
0.962	0	0	97	3	9	26	7708	0
0.965	0	0	97	6	11	26	7708	0
0.966	0	0	97	7	8	26	7708	0
0.968	0	0	97	9	15	26	7708	0
0.969	0	0	97	10	4	26	7708	0
0.97	0	0	98	1	4	26	7708	0
0.972	0	0	98	3	11	26	7708	0
0.974	0	0	98	5	12	26	7708	0
0.975	0	0	98	6	15	26	7708	0
0.976	0	0	98	7	20	28	9422	0
0.977	0	0	98	8	5	26	7708	0
0.979	0	0	98	10	8	26	7708	0
0.98	0	0	99	1	12	26	7708	0
0.982	0	0	99	3	20	28	9422	0
0.983	0	0	99	4	5	26	7708	0
0.985	0	0	99	6	11	26	7708	0
0.986	0	0	99	7	8	26	7708	0
0.988	0	0	99	9	15	26	7708	0
0.991	0	0	100	2	9	26	7708	0
0.992	0	0	100	3	11	26	7708	0
0.994	0	0	100	5	12	26	7708	0
0.995	0	0	100	6	15	26	7708	0
0.996	0	0	100	7	9	26	7708	0
0.997	0	0	100	8	20	28	9422	0
0.998	0	0	100	9	5	26	7708	0
1	0	0	101	1	8	26	7708	0
1.001	0	0	101	2	12	26	7708	0
1.003	0	0	101	4	20	28	9422	0
1.004	0	0	101	5	5	26	7708	0
1.005	0	0	101	6	11	26	7708	0
1.006	0	0	101	7	4	26	7708	0
1.007	0	0	101	8	8	26	7708	0
1.01	0	0	102	1	15	26	7708	0
1.015	0	0	102	6	12	26	7708	0
1.016	0	0	102	7	15	26	7708	0
1.017	0	0	102	8	20	28	9422	0
1.018	0	0	102	9	5	26	7708	0
1.02	0	0	103	1	8	26	7708	0
1.022	0	0	103	3	9	26	7708	0
1.027	0	0	103	8	11	26	7708	0
1.03	0	0	104	1	15	26	7708	0
1.033	0	0	104	4	11	26	7708	0
1.035	0	0	104	6	12	26	7708	0
1.036	0	0	104	7	15	26	7708	0
1.037	0	0	104	8	20	28	9422	0
1.038	0	0	104	9	5	26	7708	0
1.04	0	0	105	1	8	26	7708	0
1.041	0	0	105	2	12	26	7708	0
1.042	0	0	105	3	4	26	7708	0
1.043	0	0	105	4	20	28	4587	0
1.043	0	0	105	4	4	26	3822	0
1.044	0	0	105	5	5	26	3822	0
1.044	0	0	105	5	4	26	3822	0
1.045	0	0	105	6	11	26	7708	0
1.046	0	0	105	7	8	26	7708	0
1.048	0	0	105	9	15	26	7708	0
1.051	0	0	106	2	11	26	7708	0
1.053	0	0	106	4	12	26	7708	0
1.054	0	0	106	5	15	26	7708	0
1.055	0	0	106	6	20	28	9422	0
1.056	0	0	106	7	5	26	7708	0
1.059	0	0	106	10	8	26	7708	0
1.06	0	0	107	1	12	26	7708	0
1.062	0	0	107	3	20	28	9422	0
1.063	0	0	107	4	5	26	7708	0
1.064	0	0	107	5	11	26	7708	0
1.065	0	0	107	6	8	26	7708	0
1.067	0	0	107	8	15	26	7708	0
1.07	0	0	108	1	11	26	7708	0
1.072	0	0	108	3	12	26	7708	0
1.073	0	0	108	4	15	26	7708	0
1.074	0	0	108	5	20	28	9422	0
1.075	0	0	108	6	5	26	7708	0
1.077	0	0	108	8	8	26	7708	0
1.078	0	0	108	9	12	26	7708	0
1.079	0	0	108	10	4	26	7708	0
1.081	0	0	109	2	20	28	9422	0
1.082	0	0	109	3	5	26	7708	0
1.083	0	0	109	4	11	26	7708	0
1.084	0	0	109	5	8	26	7708	0
1.086	0	0	109	7	15	26	7708	0
1.089	0	0	109	10	11	26	7708	0
1.091	0	0	110	2	12	26	7708	0
1.092	0	0	110	3	15	26	7708	0
1.093	0	0	110	4	20	28	9422	0
1.095	0	0	110	6	5	26	7708	0
1.097	0	0	110	8	8	26	7708	0
1.098	0	0	110	9	12	26	7708	0
1.1	0	0	111	1	20	28	9422	0
1.101	0	0	111	2	5	26	7708	0
1.102	0	0	111	3	11	26	7708	0
1.103	0	0	111	4	8	26	7708	0
1.105	0	0	111	6	15	26	7708	0
1.108	0	0	111	9	11	26	7708	0
1.11	0	0	112	1	12	26	7708	0
1.111	0	0	112	2	15	26	7708	0
1.112	0	0	112	3	20	28	9422	0
1.113	0	0	112	4	5	26	7708	0
1.115	0	0	112	6	8	26	7708	0
1.116	0	0	112	7	4	26	7708	0
1.117	0	0	112	8	12	26	7708	0
1.119	0	0	112	10	20	28	9422	0
1.12	0	0	113	1	5	26	7708	0
1.121	0	0	113	2	11	26	7708	0
1.122	0	0	113	3	8	26	7708	0
1.124	0	0	113	5	15	26	7708	0
1.127	0	0	113	8	11	26	7708	0
1.129	0	0	113	10	12	26	7708	0
1.13	0	0	114	1	15	26	7708	0
1.132	0	0	114	3	20	28	9422	0
1.133	0	0	114	4	5	26	7708	0
1.135	0	0	114	6	8	26	7708	0
1.136	0	0	114	7	12	26	7708	0
1.138	0	0	114	9	9	26	7708	0
1.139	0	0	114	10	9	26	7708	0
1.14	0	0	115	1	3	24	6882	0
1.142	0	0	115	3	11	26	7708	0
1.143	0	0	115	4	9	26	7708	0
1.144	0	0	115	5	9	26	7708	0
1.145	0	0	115	6	9	26	7708	0
1.147	0	0	115	8	12	26	7708	0
1.149	0	0	115	10	15	26	7708	0
1.151	0	0	116	2	20	28	9422	0
1.153	0	0	116	4	4	26	7708	0
1.154	0	0	116	5	3	24	6882	0
1.156	0	0	116	7	9	26	7708	0
1.157	0	0	116	8	9	26	7708	0
1.158	0	0	116	9	9	26	7708	0
1.159	0	0	116	10	5	26	7708	0
