timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
100,00018,111,8,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00019,111,8,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1600,00005,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,421,301,332,89,0,120,56218,2.356931,110,222,79,10,0,0,0,0,96,301,24,0,0,793904,7271.832278,11730.000000
1600,00013,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,148,97,113,35,0,51,10533,0.576828,71,42,35,0,0,0,0,14,73,52,9,0,0,586407,8479.442450,10790.000000
1600,00017,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,85,61,85,0,0,24,2549,0.258952,78,7,0,0,0,0,1,20,52,12,0,0,0,834470,6383.888532,10580.000000
1600,00018,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,24,18,9,14,1,6,1563,0.048069,8,1,8,7,0,0,0,0,0,11,13,0,0,0,344.750575,40.000000
1600,00019,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,16,11,13,3,0,5,779,0.057373,12,1,2,1,0,0,3,3,4,2,4,0,0,0,366.037800,20.000000
1600,00021,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,393,310,374,19,0,83,40322,2.164655,215,159,19,0,0,0,0,0,180,213,0,0,0,210549,5720.466818,11840.000000
1600,00014,111,8,139,139,1,2,0,1087,798,926,160,1,4,289,111964,494,432,143,18,0,0,4,37,405,591,50,0,0,2425330,7,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
1700,00005,111,8,139,139,1,73,0,898,659,683,197,18,102,239,157099,333,350,166,37,12,0,0,34,262,489,100,12,1,2144381,7,264,167,192,72,0,97,45408,30.803393,124,68,69,3,0,0,0,24,95,129,16,0,0,907648,7213.135647,9950.000000
