0.1,1,2093.73,1162.05
0.1,2,2068.31,2516.85
0.1,3,1385.14,1510.83
0.1,4,1797.71,2261.72
0.1,5,2850.66,2104.07
0.1,6,1948.29,1935.51
0.1,7,2360.99,2273.58
0.1,8,2097.75,2742.98
0.1,9,1726.08,2741.41
0.1,10,1763.18,1604.92
0.1,11,1151.63,1831.6
0.1,12,1062.39,1876.15
0.1,13,2001.07,2001.76
0.1,14,2258.74,1461.44
0.1,15,1911.6,1061.8
0.1,16,1359.88,2663.72
0.1,17,2729.58,1937.18
0.1,18,2466.65,1358.28
0.1,19,2537.91,1328.58
0.1,20,2699.96,2251.78
0.1,21,2592.48,1531.11
0.2,1,2088.93,1163.19
0.2,2,2064.4,2517.97
0.2,3,1388.29,1507
0.2,4,1802.47,2262.84
0.2,5,2846.76,2106.79
0.2,6,1944.22,1936.17
0.2,7,2356.71,2272.4
0.2,8,2101.84,2740.83
0.2,9,1725.1,2736.63
0.2,10,1767.84,1605.65
0.2,11,1146.87,1832.15
0.2,12,1058.7,1879.21
0.2,13,1998.97,1997.93
0.2,14,2256.69,1465.38
0.2,15,1915.84,1061.4
0.2,16,1362.59,2667.84
0.2,17,2732.53,1933.2
0.2,18,2469.69,1361.3
0.2,19,2538.99,1333.45
0.2,20,2697.3,2255.66
0.2,21,2596.6,1531.61
0.3,1,2084.12,1164.34
0.3,2,2060.5,2519.09
0.3,3,1391.43,1503.16
0.3,4,1807.23,2263.96
0.3,5,2842.86,2109.5
0.3,6,1940.15,1936.84
0.3,7,2352.44,2271.23
0.3,8,2105.93,2738.69
0.3,9,1724.13,2731.86
0.3,10,1772.5,1606.38
0.3,11,1142.1,1832.7
0.3,12,1055,1882.27
0.3,13,1996.86,1994.1
0.3,14,2254.64,1469.31
0.3,15,1920.08,1061
0.3,16,1365.3,2671.97
0.3,17,2735.48,1929.22
0.3,18,2472.73,1364.32
0.3,19,2540.07,1338.33
0.3,20,2694.64,2259.54
0.3,21,2600.72,1532.1
0.4,1,2079.32,1165.48
0.4,2,2056.59,2520.21
0.4,3,1394.57,1499.33
0.4,4,1811.99,2265.08
0.4,5,2838.96,2112.22
0.4,6,1936.08,1937.5
0.4,7,2348.16,2270.05
0.4,8,2110.03,2736.54
0.4,9,1723.15,2727.08
0.4,10,1777.16,1607.11
0.4,11,1137.34,1833.25
0.4,12,1051.31,1885.33
0.4,13,1994.76,1990.27
0.4,14,2252.59,1473.25
0.4,15,1924.32,1060.6
0.4,16,1368.01,2676.09
0.4,17,2738.43,1925.25
0.4,18,2475.77,1367.34
0.4,19,2541.14,1343.2
0.4,20,2691.97,2263.42
0.4,21,2604.84,1532.6
0.5,1,2074.52,1166.63
0.5,2,2052.68,2521.34
0.5,3,1397.72,1495.49
0.5,4,1816.75,2266.2
0.5,5,2835.06,2114.93
0.5,6,1932.01,1938.17
0.5,7,2343.88,2268.88
0.5,8,2114.12,2734.39
0.5,9,1722.18,2722.31
0.5,10,1781.81,1607.83
0.5,11,1132.58,1833.8
0.5,12,1047.61,1888.38
0.5,13,1992.66,1986.43
0.5,14,2250.53,1477.19
0.5,15,1928.56,1060.2
0.5,16,1370.72,2680.21
0.5,17,2741.38,1921.27
0.5,18,2478.82,1370.36
0.5,19,2542.22,1348.07
0.5,20,2689.31,2267.3
0.5,21,2608.95,1533.09
0.6,1,2069.71,1167.78
0.6,2,2048.78,2522.46
0.6,3,1400.86,1491.66
0.6,4,1821.51,2267.33
0.6,5,2831.16,2117.64
0.6,6,1927.94,1938.83
0.6,7,2339.6,2267.7
0.6,8,2118.21,2732.25
0.6,9,1721.21,2717.53
0.6,10,1786.47,1608.56
0.6,11,1127.81,1834.35
0.6,12,1043.92,1891.44
0.6,13,1990.56,1982.6
0.6,14,2248.48,1481.12
