timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),L3 serving Id(m_cellId),UE (imsi),L3 serving SINR,L3 serving SINR 3gpp,L3 neigh Id 1 (cellId),L3 neigh SINR 1,L3 neigh SINR 3gpp 1 (convertedSinr),L3 neigh Id 2 (cellId),L3 neigh SINR 2,L3 neigh SINR 3gpp 2 (convertedSinr),L3 neigh Id 3 (cellId),L3 neigh SINR 3,L3 neigh SINR 3gpp 3 (convertedSinr),L3 neigh Id 4 (cellId),L3 neigh SINR 4,L3 neigh SINR 3gpp 4 (convertedSinr),L3 neigh Id 5 (cellId),L3 neigh SINR 5,L3 neigh SINR 3gpp 5 (convertedSinr),L3 neigh Id 6 (cellId),L3 neigh SINR 6,L3 neigh SINR 3gpp 6 (convertedSinr),L3 neigh Id 7 (cellId),L3 neigh SINR 7,L3 neigh SINR 3gpp 7 (convertedSinr),L3 neigh Id 8 (cellId),L3 neigh SINR 8,L3 neigh SINR 3gpp 8 (convertedSinr)
100,00005,3,1,0,0,6,5,11.168270,69.000000,3,13.598533,74.000000,8,9.930881,66.000000,4,8.053279,63.000000,2,0.453420,47.000000,7,-3.571498,39.000000,5,-18.364620,9.000000,,,,,,
100,00011,3,1,0,0,6,11,26.773052,100.000000,2,18.468303,84.000000,7,8.940172,64.000000,5,5.487928,57.000000,3,-1.491945,43.000000,8,-3.219726,40.000000,4,-19.501380,7.000000,,,,,,
100,00012,3,1,0,0,6,12,10.799742,68.000000,7,12.711318,72.000000,8,4.804518,56.000000,2,0.290049,47.000000,5,-1.778834,43.000000,3,-7.796321,31.000000,4,-16.966514,12.000000,,,,,,
200,00005,10,10,0,0,6,5,-3.862028,39.000000,3,13.474138,74.000000,4,8.702995,64.000000,2,0.699841,48.000000,8,-1.214062,44.000000,7,-12.274744,22.000000,5,-12.341097,21.000000,,,,,,
200,00011,10,10,0,0,6,11,22.486112,92.000000,7,19.354736,85.000000,2,18.422422,84.000000,5,1.232683,49.000000,8,-4.139315,38.000000,4,-16.506509,13.000000,3,-18.113027,10.000000,,,,,,
200,00012,10,10,0,0,6,12,13.516537,74.000000,7,14.654967,76.000000,8,7.982738,62.000000,5,5.456182,57.000000,2,4.238197,55.000000,3,-1.302668,44.000000,4,-16.947606,12.000000,,,,,,
200,00003,10,10,0,0,6,3,8.422394,63.000000,7,16.942885,81.000000,5,6.936929,60.000000,2,5.061514,57.000000,8,-1.489751,43.000000,3,-9.803533,27.000000,4,-15.436813,15.000000,,,,,,
200,00004,10,10,0,0,6,4,-2.336453,42.000000,2,18.956237,85.000000,4,-2.024499,42.000000,5,-3.650356,39.000000,8,-6.816130,33.000000,7,-7.509525,31.000000,3,-17.726314,11.000000,,,,,,
200,00014,10,10,0,0,6,14,4.165824,55.000000,7,8.173875,63.000000,8,2.239397,51.000000,4,1.705209,50.000000,2,-0.289582,46.000000,3,-0.584302,45.000000,5,-5.778395,35.000000,,,,,,
200,00016,10,10,0,0,6,16,7.349992,61.000000,5,22.083381,91.000000,8,2.235531,51.000000,2,1.790884,50.000000,4,-4.068788,38.000000,7,-10.624711,25.000000,3,-14.928733,16.000000,,,,,,
