timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),eNB id,sameCellSinr,sameCellSinr 3gpp encoded
100,00008,21,18,1,0,1,25.978624,99.000000
100,00015,21,18,1,0,1,23.988397,95.000000
100,00011,21,18,1,0,1,24.733191,96.000000
100,00018,21,18,1,0,1,25.482332,98.000000
100,00017,21,18,1,0,1,26.179128,99.000000
100,00006,21,18,1,0,1,45.120907,127.000000
100,00012,21,18,1,0,1,23.957202,95.000000
100,00021,21,18,1,0,1,25.907185,99.000000
100,00019,21,18,1,0,1,24.779512,96.000000
100,00004,21,18,1,0,1,33.081457,113.000000
100,00009,21,18,1,0,1,25.515882,98.000000
100,00005,21,18,1,0,1,24.813031,96.000000
100,00003,21,18,1,0,1,25.567475,98.000000
100,00016,21,18,1,0,1,24.177112,95.000000
100,00001,21,18,1,0,1,24.954306,97.000000
100,00010,21,18,1,0,1,30.205743,107.000000
100,00007,21,18,1,0,1,30.351659,108.000000
100,00014,21,18,1,0,1,27.946123,103.000000
100,00020,21,18,1,0,1,26.042801,99.000000
100,00013,21,18,1,0,1,72.252638,127.000000
100,00002,21,18,1,0,1,29.130106,105.000000
200,00008,21,21,1,0,1,25.996984,99.000000
200,00015,21,21,1,0,1,23.988321,95.000000
200,00011,21,21,1,0,1,24.687452,96.000000
200,00018,21,21,1,0,1,25.489362,98.000000
200,00017,21,21,1,0,1,26.140207,99.000000
200,00006,21,21,1,0,1,44.902902,127.000000
200,00012,21,21,1,0,1,23.927226,95.000000
200,00021,21,21,1,0,1,25.873591,99.000000
200,00019,21,21,1,0,1,24.811066,96.000000
200,00004,21,21,1,0,1,33.133982,113.000000
200,00009,21,21,1,0,1,25.561463,98.000000
200,00005,21,21,1,0,1,24.848949,96.000000
200,00003,21,21,1,0,1,25.568115,98.000000
200,00016,21,21,1,0,1,24.166761,95.000000
200,00001,21,21,1,0,1,24.971424,97.000000
200,00010,21,21,1,0,1,30.262594,107.000000
200,00007,21,21,1,0,1,30.430949,108.000000
200,00014,21,21,1,0,1,28.010842,103.000000
200,00020,21,21,1,0,1,26.056570,99.000000
200,00013,21,21,1,0,1,71.902088,127.000000
200,00002,21,21,1,0,1,29.119865,105.000000
300,00008,21,21,1,0,1,26.015089,99.000000
300,00015,21,21,1,0,1,23.988067,95.000000
300,00011,21,21,1,0,1,24.641928,96.000000
300,00018,21,21,1,0,1,25.496149,98.000000
300,00017,21,21,1,0,1,26.101243,99.000000
300,00006,21,21,1,0,1,44.675790,127.000000
300,00012,21,21,1,0,1,23.897235,95.000000
300,00021,21,21,1,0,1,25.839996,98.000000
300,00019,21,21,1,0,1,24.842555,96.000000
300,00004,21,21,1,0,1,33.185205,113.000000
300,00009,21,21,1,0,1,25.607191,98.000000
300,00005,21,21,1,0,1,24.884895,97.000000
300,00003,21,21,1,0,1,25.568408,98.000000
300,00016,21,21,1,0,1,24.156187,95.000000
300,00001,21,21,1,0,1,24.988310,97.000000
300,00010,21,21,1,0,1,30.319266,107.000000
300,00007,21,21,1,0,1,30.510851,108.000000
300,00014,21,21,1,0,1,28.076047,103.000000
300,00020,21,21,1,0,1,26.070032,99.000000
300,00013,21,21,1,0,1,66.174667,127.000000
300,00002,21,21,1,0,1,29.109122,105.000000
400,00008,21,21,1,0,1,26.032935,99.000000
400,00015,21,21,1,0,1,23.987635,95.000000
400,00011,21,21,1,0,1,24.596618,96.000000
400,00018,21,21,1,0,1,25.502692,98.000000
400,00017,21,21,1,0,1,26.062238,99.000000
400,00006,21,21,1,0,1,44.441465,127.000000
400,00012,21,21,1,0,1,23.867231,94.000000
400,00021,21,21,1,0,1,25.806405,98.000000
400,00019,21,21,1,0,1,24.873976,97.000000
400,00004,21,21,1,0,1,33.235071,113.000000
400,00009,21,21,1,0,1,25.653064,98.000000
400,00005,21,21,1,0,1,24.920867,97.000000
400,00003,21,21,1,0,1,25.568356,98.000000
400,00016,21,21,1,0,1,24.145391,95.000000
400,00001,21,21,1,0,1,25.004960,97.000000
400,00010,21,21,1,0,1,30.375740,108.000000
400,00007,21,21,1,0,1,30.591369,108.000000
400,00014,21,21,1,0,1,28.141744,103.000000
400,00020,21,21,1,0,1,26.083186,99.000000
400,00013,21,21,1,0,1,62.293050,127.000000
400,00002,21,21,1,0,1,29.097881,105.000000
500,00008,21,21,1,0,1,26.050519,99.000000
500,00015,21,21,1,0,1,23.987027,95.000000
500,00011,21,21,1,0,1,24.551519,96.000000
500,00018,21,21,1,0,1,25.508990,98.000000
500,00017,21,21,1,0,1,26.023198,99.000000
500,00006,21,21,1,0,1,44.201633,127.000000
500,00012,21,21,1,0,1,23.837216,94.000000
500,00021,21,21,1,0,1,25.772817,98.000000
500,00019,21,21,1,0,1,24.905325,97.000000
500,00004,21,21,1,0,1,33.283526,113.000000
500,00009,21,21,1,0,1,25.699083,98.000000
500,00005,21,21,1,0,1,24.956863,97.000000
500,00003,21,21,1,0,1,25.567957,98.000000
500,00016,21,21,1,0,1,24.134376,95.000000
500,00001,21,21,1,0,1,25.021371,97.000000
500,00010,21,21,1,0,1,30.432000,108.000000
500,00007,21,21,1,0,1,30.672511,108.000000
500,00014,21,21,1,0,1,28.207942,103.000000
500,00020,21,21,1,0,1,26.096028,99.000000
500,00013,21,21,1,0,1,59.546634,127.000000
500,00002,21,21,1,0,1,29.086147,105.000000
600,00008,21,21,1,0,1,26.067838,99.000000
600,00015,21,21,1,0,1,23.986240,95.000000
600,00011,21,21,1,0,1,24.506630,96.000000
600,00018,21,21,1,0,1,25.515041,98.000000
600,00017,21,21,1,0,1,25.984126,99.000000
600,00006,21,21,1,0,1,43.957807,127.000000
600,00012,21,21,1,0,1,23.807191,94.000000
600,00021,21,21,1,0,1,25.739235,98.000000
600,00019,21,21,1,0,1,24.936600,97.000000
600,00004,21,21,1,0,1,33.330515,114.000000
600,00009,21,21,1,0,1,25.745247,98.000000
600,00005,21,21,1,0,1,24.992882,97.000000
600,00003,21,21,1,0,1,25.567213,98.000000
600,00016,21,21,1,0,1,24.123144,95.000000
600,00001,21,21,1,0,1,25.037541,97.000000
600,00010,21,21,1,0,1,30.488027,108.000000
600,00007,21,21,1,0,1,30.754284,108.000000
600,00014,21,21,1,0,1,28.274647,103.000000
600,00020,21,21,1,0,1,26.108556,99.000000
600,00013,21,21,1,0,1,57.442378,127.000000
600,00002,21,21,1,0,1,29.073923,105.000000
700,00008,21,21,1,0,1,26.084887,99.000000
700,00015,21,21,1,0,1,23.985277,95.000000
700,00011,21,21,1,0,1,24.461950,96.000000
700,00018,21,21,1,0,1,25.520845,98.000000
700,00017,21,21,1,0,1,25.945026,99.000000
700,00006,21,21,1,0,1,43.711313,127.000000
700,00012,21,21,1,0,1,23.777157,94.000000
700,00021,21,21,1,0,1,25.705661,98.000000
700,00019,21,21,1,0,1,24.967796,97.000000
700,00004,21,21,1,0,1,33.375986,114.000000
700,00009,21,21,1,0,1,25.791554,98.000000
700,00005,21,21,1,0,1,25.028922,97.000000
700,00003,21,21,1,0,1,25.566123,98.000000
700,00016,21,21,1,0,1,24.111695,95.000000
700,00001,21,21,1,0,1,25.053466,97.000000
700,00010,21,21,1,0,1,30.543802,108.000000
700,00007,21,21,1,0,1,30.836695,109.000000
700,00014,21,21,1,0,1,28.341868,103.000000
700,00020,21,21,1,0,1,26.120766,99.000000
700,00013,21,21,1,0,1,55.741766,127.000000
700,00002,21,21,1,0,1,29.061215,105.000000
800,00008,21,21,1,0,1,26.101663,99.000000
800,00015,21,21,1,0,1,23.984136,95.000000
800,00011,21,21,1,0,1,24.417477,96.000000
800,00018,21,21,1,0,1,25.526400,98.000000
800,00017,21,21,1,0,1,25.905902,99.000000
800,00006,21,21,1,0,1,43.463296,127.000000
800,00012,21,21,1,0,1,23.747117,94.000000
800,00021,21,21,1,0,1,25.672097,98.000000
800,00019,21,21,1,0,1,24.998911,97.000000
800,00004,21,21,1,0,1,33.419884,114.000000
800,00009,21,21,1,0,1,25.838005,98.000000
800,00005,21,21,1,0,1,25.064980,97.000000
800,00003,21,21,1,0,1,25.564687,98.000000
800,00016,21,21,1,0,1,24.100032,95.000000
800,00001,21,21,1,0,1,25.069144,97.000000
800,00010,21,21,1,0,1,30.599307,108.000000
800,00007,21,21,1,0,1,30.919750,109.000000
800,00014,21,21,1,0,1,28.409612,104.000000
800,00020,21,21,1,0,1,26.132656,99.000000
800,00013,21,21,1,0,1,54.316497,127.000000
800,00002,21,21,1,0,1,29.048025,105.000000
900,00008,21,21,1,0,1,26.118163,99.000000
900,00015,21,21,1,0,1,23.982818,95.000000
900,00011,21,21,1,0,1,24.373208,95.000000
900,00018,21,21,1,0,1,25.531706,98.000000
900,00017,21,21,1,0,1,25.866758,99.000000
900,00006,21,21,1,0,1,43.214741,127.000000
900,00012,21,21,1,0,1,23.717072,94.000000
900,00021,21,21,1,0,1,25.638544,98.000000
900,00019,21,21,1,0,1,25.029941,97.000000
900,00004,21,21,1,0,1,33.462156,114.000000
900,00009,21,21,1,0,1,25.884599,99.000000
900,00005,21,21,1,0,1,25.101054,97.000000
900,00003,21,21,1,0,1,25.562906,98.000000
900,00016,21,21,1,0,1,24.088157,95.000000
900,00001,21,21,1,0,1,25.084572,97.000000
900,00010,21,21,1,0,1,30.654521,108.000000
900,00007,21,21,1,0,1,31.003456,109.000000
900,00014,21,21,1,0,1,28.477888,104.000000
900,00020,21,21,1,0,1,26.144223,99.000000
900,00013,21,21,1,0,1,53.090507,127.000000
900,00002,21,21,1,0,1,29.034359,105.000000
1000,00008,21,21,1,0,1,26.134384,99.000000
1000,00015,21,21,1,0,1,23.981323,95.000000
1000,00011,21,21,1,0,1,24.329143,95.000000
1000,00018,21,21,1,0,1,25.536762,98.000000
1000,00017,21,21,1,0,1,25.827598,98.000000
1000,00006,21,21,1,0,1,42.966478,127.000000
1000,00012,21,21,1,0,1,23.687023,94.000000
1000,00021,21,21,1,0,1,25.605004,98.000000
1000,00019,21,21,1,0,1,25.060883,97.000000
1000,00004,21,21,1,0,1,33.502751,114.000000
1000,00009,21,21,1,0,1,25.931335,99.000000
1000,00005,21,21,1,0,1,25.137143,97.000000
1000,00003,21,21,1,0,1,25.560781,98.000000
1000,00016,21,21,1,0,1,24.076071,95.000000
1000,00001,21,21,1,0,1,25.099746,97.000000
1000,00010,21,21,1,0,1,30.709424,108.000000
1000,00007,21,21,1,0,1,31.087821,109.000000
1000,00014,21,21,1,0,1,28.546705,104.000000
1000,00020,21,21,1,0,1,26.155464,99.000000
1000,00013,21,21,1,0,1,52.015224,127.000000
1000,00002,21,21,1,0,1,29.020221,105.000000
1100,00008,21,21,1,0,1,26.150322,99.000000
1100,00015,21,21,1,0,1,23.979652,95.000000
1100,00011,21,21,1,0,1,24.285279,95.000000
1100,00018,21,21,1,0,1,25.541567,98.000000
1100,00017,21,21,1,0,1,25.788425,98.000000
1100,00006,21,21,1,0,1,42.719207,127.000000
1100,00012,21,21,1,0,1,23.656973,94.000000
1100,00021,21,21,1,0,1,25.571479,98.000000
1100,00019,21,21,1,0,1,25.091733,97.000000
1100,00004,21,21,1,0,1,33.541616,114.000000
1100,00009,21,21,1,0,1,25.978213,99.000000
1100,00005,21,21,1,0,1,25.173244,97.000000
1100,00003,21,21,1,0,1,25.558311,98.000000
1100,00016,21,21,1,0,1,24.063777,95.000000
1100,00001,21,21,1,0,1,25.114665,97.000000
1100,00010,21,21,1,0,1,30.763995,108.000000
1100,00007,21,21,1,0,1,31.172850,109.000000
1100,00014,21,21,1,0,1,28.616071,104.000000
1100,00020,21,21,1,0,1,26.166377,99.000000
1100,00013,21,21,1,0,1,51.057821,127.000000
1100,00002,21,21,1,0,1,29.005615,105.000000
1200,00008,21,21,1,0,1,26.165974,99.000000
