% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
330	1	0	5	0	0	173	0	1	0
330	1	0	4	0	26	3822	0	1	0
331	1	0	4	0	26	7708	0	1	0
332	1	0	8	0	0	349	0	1	0
333	1	0	12	0	0	173	0	1	0
333	1	0	4	0	26	3822	0	1	0
334	1	0	4	0	26	7708	0	1	0
336	1	0	20	0	0	349	0	1	0
337	1	0	5	0	26	7708	0	1	0
338	1	0	11	0	26	7708	0	1	0
339	1	0	8	0	26	7708	0	1	0
340	1	0	12	0	24	6882	0	1	0
341	1	0	15	0	26	7708	0	1	0
342	1	0	20	0	0	349	0	1	0
344	1	0	11	0	26	7708	0	1	0
348	1	0	15	0	26	7708	0	1	0
350	1	0	5	0	26	7708	0	1	0
352	1	0	8	0	26	7708	0	1	0
353	1	0	12	0	24	6882	0	1	0
355	1	0	20	0	28	9422	0	1	0
356	1	0	5	0	26	7708	0	1	0
357	1	0	11	0	26	7708	0	1	0
358	1	0	8	0	26	7708	0	1	0
359	1	0	12	0	24	6882	0	1	0
360	1	0	15	0	26	3822	0	1	0
360	1	0	4	0	26	3822	0	1	0
361	1	0	4	0	26	7708	0	1	0
362	1	0	20	0	28	9422	0	1	0
364	1	0	4	0	26	7708	0	1	0
366	1	0	4	0	26	7708	0	1	0
367	1	0	4	0	26	7708	0	1	0
372	1	0	5	0	26	7708	0	1	0
374	1	0	8	0	26	7708	0	1	0
376	1	0	12	0	24	6882	0	1	0
378	1	0	20	0	28	9422	0	1	0
379	1	0	5	0	26	7708	0	1	0
380	1	0	11	0	26	7708	0	1	0
381	1	0	8	0	26	7708	0	1	0
382	1	0	12	0	24	6882	0	1	0
383	1	0	15	0	26	7708	0	1	0
384	1	0	20	0	28	9422	0	1	0
386	1	0	11	0	26	7708	0	1	0
389	1	0	15	0	26	7708	0	1	0
391	1	0	5	0	26	7708	0	1	0
393	1	0	8	0	26	7708	0	1	0
394	1	0	12	0	24	6882	0	1	0
396	1	0	20	0	28	9422	0	1	0
397	1	0	4	0	26	7708	0	1	0
398	1	0	5	0	26	7708	0	1	0
399	1	0	11	0	26	7708	0	1	0
400	1	0	8	0	26	7708	0	1	0
401	1	0	12	0	24	6882	0	1	0
402	1	0	15	0	26	7708	0	1	0
403	1	0	20	0	28	9422	0	1	0
405	1	0	11	0	26	7708	0	1	0
408	1	0	15	0	26	7708	0	1	0
410	1	0	5	0	26	7708	0	1	0
413	1	0	8	0	26	7708	0	1	0
414	1	0	12	0	24	6882	0	1	0
416	1	0	20	0	28	9422	0	1	0
417	1	0	5	0	26	7708	0	1	0
418	1	0	11	0	26	7708	0	1	0
419	1	0	8	0	26	7708	0	1	0
420	1	0	12	0	24	6882	0	1	0
421	1	0	15	0	26	7708	0	1	0
422	1	0	20	0	28	9422	0	1	0
424	1	0	11	0	26	7708	0	1	0
427	1	0	15	0	26	7708	0	1	0
429	1	0	5	0	26	7708	0	1	0
431	1	0	8	0	26	7708	0	1	0
432	1	0	12	0	24	6882	0	1	0
434	1	0	4	0	26	7708	0	1	0
435	1	0	20	0	28	9422	0	1	0
436	1	0	5	0	26	7708	0	1	0
437	1	0	11	0	26	7708	0	1	0
438	1	0	8	0	26	7708	0	1	0
439	1	0	12	0	24	6882	0	1	0
440	1	0	15	0	26	7708	0	1	0
441	1	0	20	0	28	9422	0	1	0
443	1	0	11	0	26	7708	0	1	0
446	1	0	15	0	26	3822	0	1	0
446	1	0	4	0	26	3822	0	1	0
448	1	0	5	0	26	7708	0	1	0
451	1	0	8	0	26	7708	0	1	0
452	1	0	12	0	24	6882	0	1	0
454	1	0	20	0	28	9422	0	1	0
455	1	0	5	0	26	7708	0	1	0
456	1	0	11	0	26	7708	0	1	0
457	1	0	8	0	26	7708	0	1	0
458	1	0	12	0	24	6882	0	1	0
459	1	0	15	0	26	7708	0	1	0
460	1	0	20	0	28	9422	0	1	0
463	1	0	11	0	26	7708	0	1	0
464	1	0	21	0	28	9422	0	1	0
468	1	0	21	0	28	9422	0	1	0
470	1	0	5	0	26	7708	0	1	0
471	1	0	4	0	26	7708	0	1	0
473	1	0	8	0	26	7708	0	1	0
474	1	0	12	0	24	6882	0	1	0
476	1	0	20	0	28	9422	0	1	0
477	1	0	5	0	26	7708	0	1	0
478	1	0	11	0	26	7708	0	1	0
479	1	0	8	0	26	7708	0	1	0
480	1	0	12	0	24	6882	0	1	0
482	1	0	15	0	26	7708	0	1	0
483	1	0	4	0	26	7708	0	1	0
489	1	0	21	0	28	9422	0	1	0
493	1	0	5	0	26	7708	0	1	0
494	1	0	21	0	28	9422	0	1	0
496	1	0	8	0	26	7708	0	1	0
497	1	0	12	0	24	6882	0	1	0
499	1	0	20	0	28	9422	0	1	0
500	1	0	5	0	26	7708	0	1	0
501	1	0	11	0	26	7708	0	1	0
502	1	0	8	0	26	7708	0	1	0
503	1	0	12	0	24	6882	0	1	0
504	1	0	15	0	26	3822	0	1	0
504	1	0	4	0	26	3822	0	1	0
505	1	0	20	0	28	9422	0	1	0
507	1	0	11	0	26	7708	0	1	0
508	1	0	4	0	26	7708	0	1	0
509	1	0	4	0	26	7708	0	1	0
514	1	0	21	0	28	9422	0	1	0
515	1	0	5	0	26	7708	0	1	0
517	1	0	8	0	26	7708	0	1	0
518	1	0	12	0	24	6882	0	1	0
521	1	0	20	0	28	9422	0	1	0
522	1	0	5	0	26	7708	0	1	0
524	1	0	11	0	26	7708	0	1	0
527	1	0	15	0	26	7708	0	1	0
528	1	0	20	0	28	9422	0	1	0
530	1	0	11	0	26	7708	0	1	0
533	1	0	15	0	26	7708	0	1	0
535	1	0	5	0	26	7708	0	1	0
536	1	0	4	0	26	7708	0	1	0
537	1	0	8	0	26	7708	0	1	0
538	1	0	12	0	24	3422	0	1	0
538	1	0	4	0	26	3822	0	1	0
540	1	0	20	0	28	9422	0	1	0
541	1	0	4	0	26	7708	0	1	0
542	1	0	4	0	26	7708	0	1	0
543	1	0	21	0	28	9422	0	1	0
545	1	0	11	0	26	7708	0	1	0
548	1	0	15	0	26	7708	0	1	0
551	1	0	11	0	26	7708	0	1	0
554	1	0	15	0	26	7708	0	1	0
556	1	0	5	0	26	7708	0	1	0
558	1	0	8	0	26	7708	0	1	0
559	1	0	12	0	24	6882	0	1	0
561	1	0	20	0	28	9422	0	1	0
562	1	0	5	0	26	7708	0	1	0
563	1	0	11	0	26	7708	0	1	0
564	1	0	4	0	26	3822	0	1	0
564	1	0	8	0	26	3822	0	1	0
565	1	0	12	0	24	3422	0	1	0
565	1	0	4	0	26	3822	0	1	0
566	1	0	15	0	26	7708	0	1	0
567	1	0	20	0	28	9422	0	1	0
569	1	0	11	0	26	7708	0	1	0
571	1	0	4	0	26	7708	0	1	0
572	1	0	15	0	26	3822	0	1	0
572	1	0	4	0	26	3822	0	1	0
573	1	0	4	0	26	7708	0	1	0
574	1	0	4	0	26	7708	0	1	0
576	1	0	5	0	26	7708	0	1	0
577	1	0	21	0	28	9422	0	1	0
579	1	0	8	0	26	7708	0	1	0
580	1	0	12	0	24	6882	0	1	0
581	1	0	21	0	28	9422	0	1	0
582	1	0	21	0	28	9422	0	1	0
584	1	0	20	0	28	9422	0	1	0
587	1	0	11	0	26	7708	0	1	0
592	1	0	15	0	26	7708	0	1	0
594	1	0	5	0	26	7708	0	1	0
597	1	0	21	0	28	9422	0	1	0
598	1	0	12	0	24	6882	0	1	0
599	1	0	15	0	26	7708	0	1	0
601	1	0	21	0	28	9422	0	1	0
603	1	0	21	0	28	9422	0	1	0
605	1	0	8	0	26	7708	0	1	0
608	1	0	4	0	26	7708	0	1	0
611	1	0	20	0	28	9422	0	1	0
612	1	0	5	0	26	7708	0	1	0
613	1	0	11	0	26	7708	0	1	0
616	1	0	15	0	26	7708	0	1	0
617	1	0	20	0	28	9422	0	1	0
618	1	0	5	0	26	7708	0	1	0
619	1	0	11	0	26	7708	0	1	0
621	1	0	12	0	24	6882	0	1	0
622	1	0	15	0	26	7708	0	1	0
626	1	0	21	0	28	9422	0	1	0
628	1	0	8	0	26	7708	0	1	0
631	1	0	20	0	28	9422	0	1	0
632	1	0	5	0	26	7708	0	1	0
633	1	0	11	0	26	7708	0	1	0
634	1	0	8	0	26	7708	0	1	0
636	1	0	15	0	26	7708	0	1	0
637	1	0	20	0	28	9422	0	1	0
638	1	0	5	0	26	7708	0	1	0
639	1	0	11	0	26	7708	0	1	0
641	1	0	12	0	24	6882	0	1	0
642	1	0	15	0	26	7708	0	1	0
645	1	0	21	0	28	4587	0	1	0
645	1	0	4	0	26	3822	0	1	0
646	1	0	4	0	26	7708	0	1	0
647	1	0	8	0	26	7708	0	1	0
648	1	0	12	0	24	6882	0	1	0
650	1	0	20	0	28	9422	0	1	0
651	1	0	21	0	28	9422	0	1	0
652	1	0	5	0	26	7708	0	1	0
653	1	0	11	0	26	7708	0	1	0
654	1	0	8	0	26	7708	0	1	0
659	1	0	5	0	26	7708	0	1	0
663	1	0	21	0	28	9422	0	1	0
664	1	0	12	0	26	7708	0	1	0
665	1	0	15	0	26	7708	0	1	0
668	1	0	21	0	28	9422	0	1	0
670	1	0	8	0	26	7708	0	1	0
671	1	0	12	0	26	7708	0	1	0
672	1	0	15	0	26	7708	0	1	0
673	1	0	20	0	28	9422	0	1	0
674	1	0	5	0	26	7708	0	1	0
675	1	0	11	0	26	7708	0	1	0
676	1	0	8	0	26	7708	0	1	0
680	1	0	20	0	28	9422	0	1	0
681	1	0	5	0	26	7708	0	1	0
682	1	0	4	0	26	7708	0	1	0
685	1	0	12	0	26	7708	0	1	0
690	1	0	8	0	26	7708	0	1	0
691	1	0	12	0	26	7708	0	1	0
692	1	0	15	0	26	7708	0	1	0
693	1	0	20	0	28	9422	0	1	0
694	1	0	5	0	26	7708	0	1	0
695	1	0	11	0	26	7708	0	1	0
696	1	0	8	0	26	7708	0	1	0
698	1	0	21	0	28	9422	0	1	0
705	1	0	12	0	26	7708	0	1	0
710	1	0	8	0	26	7708	0	1	0
711	1	0	12	0	26	7708	0	1	0
713	1	0	20	0	28	9422	0	1	0
714	1	0	5	0	26	7708	0	1	0
715	1	0	11	0	26	7708	0	1	0
716	1	0	8	0	26	7708	0	1	0
718	1	0	15	0	26	7708	0	1	0
719	1	0	4	0	26	7708	0	1	0
720	1	0	20	0	28	9422	0	1	0
721	1	0	5	0	26	7708	0	1	0
722	1	0	11	0	26	7708	0	1	0
724	1	0	12	0	26	7708	0	1	0
725	1	0	15	0	26	7708	0	1	0
729	1	0	8	0	26	7708	0	1	0
730	1	0	12	0	26	7708	0	1	0
732	1	0	21	0	28	9422	0	1	0
733	1	0	20	0	28	9422	0	1	0
735	1	0	5	0	26	7708	0	1	0
736	1	0	11	0	26	7708	0	1	0
737	1	0	21	0	28	9422	0	1	0
741	1	0	15	0	26	7708	0	1	0
750	1	0	8	0	26	7708	0	1	0
751	1	0	12	0	26	7708	0	1	0
753	1	0	20	0	28	9422	0	1	0
754	1	0	5	0	26	7708	0	1	0
755	1	0	11	0	26	7708	0	1	0
756	1	0	4	0	26	7708	0	1	0
757	1	0	8	0	26	7708	0	1	0
758	1	0	12	0	26	3822	0	1	0
758	1	0	4	0	26	3822	0	1	0
759	1	0	4	0	26	7708	0	1	0
760	1	0	20	0	28	9422	0	1	0
761	1	0	5	0	26	7708	0	1	0
762	1	0	11	0	26	7708	0	1	0
763	1	0	21	0	28	9422	0	1	0
766	1	0	15	0	26	7708	0	1	0
769	1	0	21	0	28	9422	0	1	0
772	1	0	8	0	26	7708	0	1	0
773	1	0	12	0	26	7708	0	1	0
775	1	0	20	0	28	9422	0	1	0
776	1	0	5	0	26	7708	0	1	0
778	1	0	11	0	26	7708	0	1	0
779	1	0	8	0	26	7708	0	1	0
780	1	0	12	0	26	7708	0	1	0
782	1	0	20	0	28	9422	0	1	0
783	1	0	5	0	26	7708	0	1	0
784	1	0	11	0	26	7708	0	1	0
787	1	0	15	0	26	7708	0	1	0
791	1	0	8	0	26	7708	0	1	0
792	1	0	12	0	26	3822	0	1	0
792	1	0	4	0	26	3822	0	1	0
793	1	0	4	0	26	7708	0	1	0
794	1	0	15	0	26	7708	0	1	0
795	1	0	20	0	28	9422	0	1	0
796	1	0	5	0	26	7708	0	1	0
797	1	0	21	0	28	9422	0	1	0
798	1	0	11	0	26	7708	0	1	0
802	1	0	20	0	28	9422	0	1	0
803	1	0	5	0	26	7708	0	1	0
804	1	0	21	0	28	9422	0	1	0
810	1	0	12	0	26	7708	0	1	0
811	1	0	15	0	26	7708	0	1	0
813	1	0	20	0	28	9422	0	1	0
814	1	0	5	0	26	7708	0	1	0
816	1	0	8	0	26	7708	0	1	0
817	1	0	12	0	26	7708	0	1	0
818	1	0	15	0	26	7708	0	1	0
819	1	0	20	0	28	9422	0	1	0
820	1	0	5	0	26	7708	0	1	0
821	1	0	11	0	26	7708	0	1	0
822	1	0	8	0	26	7708	0	1	0
827	1	0	11	0	26	7708	0	1	0
828	1	0	4	0	26	7708	0	1	0
829	1	0	4	0	26	7708	0	1	0
830	1	0	12	0	26	7708	0	1	0
831	1	0	15	0	26	7708	0	1	0
832	1	0	21	0	28	9422	0	1	0
833	1	0	20	0	28	9422	0	1	0
834	1	0	5	0	26	7708	0	1	0
836	1	0	8	0	26	7708	0	1	0
837	1	0	12	0	26	7708	0	1	0
838	1	0	15	0	26	7708	0	1	0
839	1	0	20	0	28	9422	0	1	0
840	1	0	5	0	26	7708	0	1	0
844	1	0	11	0	26	7708	0	1	0
850	1	0	11	0	26	7708	0	1	0
851	1	0	21	0	28	9422	0	1	0
853	1	0	12	0	26	7708	0	1	0
854	1	0	15	0	26	7708	0	1	0
855	1	0	20	0	28	9422	0	1	0
856	1	0	5	0	26	7708	0	1	0
857	1	0	21	0	28	9422	0	1	0
859	1	0	8	0	26	7708	0	1	0
860	1	0	12	0	26	7708	0	1	0
861	1	0	15	0	26	7708	0	1	0
862	1	0	20	0	28	9422	0	1	0
865	1	0	4	0	26	7708	0	1	0
866	1	0	11	0	26	7708	0	1	0
869	1	0	15	0	26	7708	0	1	0
870	1	0	21	0	28	9422	0	1	0
873	1	0	11	0	26	7708	0	1	0
875	1	0	21	0	28	9422	0	1	0
876	1	0	12	0	26	7708	0	1	0
878	1	0	20	0	28	9422	0	1	0
879	1	0	5	0	26	7708	0	1	0
882	1	0	8	0	26	7708	0	1	0
883	1	0	12	0	26	7708	0	1	0
885	1	0	20	0	28	9422	0	1	0
886	1	0	5	0	26	7708	0	1	0
887	1	0	11	0	26	7708	0	1	0
888	1	0	8	0	26	7708	0	1	0
890	1	0	15	0	26	7708	0	1	0
893	1	0	11	0	26	7708	0	1	0
895	1	0	12	0	26	7708	0	1	0
896	1	0	15	0	26	7708	0	1	0
897	1	0	20	0	28	9422	0	1	0
898	1	0	5	0	26	7708	0	1	0
900	1	0	8	0	26	7708	0	1	0
901	1	0	12	0	26	7708	0	1	0
902	1	0	4	0	26	7708	0	1	0
904	1	0	20	0	28	9422	0	1	0
905	1	0	5	0	26	7708	0	1	0
906	1	0	11	0	26	7708	0	1	0
907	1	0	8	0	26	7708	0	1	0
909	1	0	15	0	26	7708	0	1	0
912	1	0	11	0	26	7708	0	1	0
914	1	0	12	0	26	7708	0	1	0
915	1	0	15	0	26	7708	0	1	0
916	1	0	20	0	28	9422	0	1	0
918	1	0	5	0	26	7708	0	1	0
920	1	0	8	0	26	7708	0	1	0
921	1	0	21	0	28	9422	0	1	0
925	1	0	5	0	26	7708	0	1	0
926	1	0	21	0	28	9422	0	1	0
927	1	0	11	0	26	7708	0	1	0
930	1	0	15	0	26	7708	0	1	0
933	1	0	11	0	26	7708	0	1	0
936	1	0	12	0	26	7708	0	1	0
937	1	0	15	0	26	7708	0	1	0
939	1	0	4	0	26	7708	0	1	0
940	1	0	20	0	28	9422	0	1	0
941	1	0	5	0	26	7708	0	1	0
943	1	0	8	0	26	7708	0	1	0
946	1	0	20	0	28	9422	0	1	0
947	1	0	5	0	26	7708	0	1	0
948	1	0	11	0	26	7708	0	1	0
949	1	0	8	0	26	7708	0	1	0
951	1	0	15	0	26	7708	0	1	0
955	1	0	11	0	26	7708	0	1	0
957	1	0	12	0	26	7708	0	1	0
958	1	0	21	0	28	9422	0	1	0
960	1	0	20	0	28	9422	0	1	0
961	1	0	5	0	26	7708	0	1	0
963	1	0	21	0	28	9422	0	1	0
965	1	0	8	0	26	7708	0	1	0
968	1	0	9	0	26	7708	0	1	0
971	1	0	11	0	26	7708	0	1	0
972	1	0	8	0	26	7708	0	1	0
974	1	0	15	0	26	7708	0	1	0
975	1	0	4	0	26	7708	0	1	0
976	1	0	4	0	26	7708	0	1	0
978	1	0	11	0	26	7708	0	1	0
980	1	0	12	0	26	7708	0	1	0
981	1	0	15	0	26	7708	0	1	0
982	1	0	20	0	28	9422	0	1	0
983	1	0	5	0	26	7708	0	1	0
985	1	0	8	0	26	7708	0	1	0
986	1	0	12	0	26	7708	0	1	0
988	1	0	20	0	28	9422	0	1	0
989	1	0	5	0	26	7708	0	1	0
991	1	0	11	0	26	7708	0	1	0
992	1	0	8	0	26	7708	0	1	0
994	1	0	15	0	26	7708	0	1	0
997	1	0	9	0	26	7708	0	1	0
998	1	0	11	0	26	7708	0	1	0
1000	1	0	12	0	26	7708	0	1	0
1001	1	0	15	0	26	7708	0	1	0
1002	1	0	9	0	26	7708	0	1	0
1003	1	0	20	0	28	9422	0	1	0
1004	1	0	5	0	26	7708	0	1	0
1006	1	0	8	0	26	7708	0	1	0
1007	1	0	12	0	26	7708	0	1	0
1009	1	0	20	0	28	9422	0	1	0
1010	1	0	5	0	26	7708	0	1	0
1011	1	0	11	0	26	7708	0	1	0
1012	1	0	4	0	26	7708	0	1	0
1013	1	0	8	0	26	7708	0	1	0
1016	1	0	15	0	26	7708	0	1	0
1021	1	0	12	0	26	7708	0	1	0
1022	1	0	15	0	26	7708	0	1	0
1023	1	0	20	0	28	9422	0	1	0
1024	1	0	5	0	26	7708	0	1	0
1026	1	0	8	0	26	7708	0	1	0
1028	1	0	9	0	26	7708	0	1	0
1033	1	0	11	0	26	7708	0	1	0
1036	1	0	15	0	26	7708	0	1	0
1039	1	0	11	0	26	7708	0	1	0
1041	1	0	12	0	26	7708	0	1	0
1042	1	0	15	0	26	7708	0	1	0
1043	1	0	20	0	28	9422	0	1	0
1044	1	0	5	0	26	7708	0	1	0
1046	1	0	8	0	26	7708	0	1	0
1047	1	0	12	0	26	7708	0	1	0
1048	1	0	4	0	26	7708	0	1	0
1049	1	0	20	0	28	4587	0	1	0
1049	1	0	4	0	26	3822	0	1	0
1050	1	0	5	0	26	3822	0	1	0
1050	1	0	4	0	26	3822	0	1	0
1051	1	0	11	0	26	7708	0	1	0
1052	1	0	8	0	26	7708	0	1	0
1054	1	0	15	0	26	7708	0	1	0
1057	1	0	11	0	26	7708	0	1	0
1059	1	0	12	0	26	7708	0	1	0
1060	1	0	15	0	26	7708	0	1	0
1061	1	0	20	0	28	9422	0	1	0
1062	1	0	5	0	26	7708	0	1	0
1065	1	0	8	0	26	7708	0	1	0
1066	1	0	12	0	26	7708	0	1	0
1068	1	0	20	0	28	9422	0	1	0
1069	1	0	5	0	26	7708	0	1	0
1070	1	0	11	0	26	7708	0	1	0
1071	1	0	8	0	26	7708	0	1	0
1073	1	0	15	0	26	7708	0	1	0
1076	1	0	11	0	26	7708	0	1	0
1078	1	0	12	0	26	7708	0	1	0
1079	1	0	15	0	26	7708	0	1	0
1080	1	0	20	0	28	9422	0	1	0
1081	1	0	5	0	26	7708	0	1	0
1083	1	0	8	0	26	7708	0	1	0
1084	1	0	12	0	26	7708	0	1	0
1085	1	0	4	0	26	7708	0	1	0
1087	1	0	20	0	28	9422	0	1	0
1088	1	0	5	0	26	7708	0	1	0
1089	1	0	11	0	26	7708	0	1	0
1090	1	0	8	0	26	7708	0	1	0
1092	1	0	15	0	26	7708	0	1	0
1095	1	0	11	0	26	7708	0	1	0
1097	1	0	12	0	26	7708	0	1	0
1098	1	0	15	0	26	7708	0	1	0
1099	1	0	20	0	28	9422	0	1	0
1101	1	0	5	0	26	7708	0	1	0
1103	1	0	8	0	26	7708	0	1	0
1104	1	0	12	0	26	7708	0	1	0
1106	1	0	20	0	28	9422	0	1	0
1107	1	0	5	0	26	7708	0	1	0
1108	1	0	11	0	26	7708	0	1	0
1109	1	0	8	0	26	7708	0	1	0
1111	1	0	15	0	26	7708	0	1	0
1114	1	0	11	0	26	7708	0	1	0
1116	1	0	12	0	26	7708	0	1	0
1117	1	0	15	0	26	7708	0	1	0
1118	1	0	20	0	28	9422	0	1	0
1119	1	0	5	0	26	7708	0	1	0
1121	1	0	8	0	26	7708	0	1	0
1122	1	0	4	0	26	7708	0	1	0
1123	1	0	12	0	26	7708	0	1	0
1125	1	0	20	0	28	9422	0	1	0
1126	1	0	5	0	26	7708	0	1	0
1127	1	0	11	0	26	7708	0	1	0
1128	1	0	8	0	26	7708	0	1	0
1130	1	0	15	0	26	7708	0	1	0
1133	1	0	11	0	26	7708	0	1	0
1135	1	0	12	0	26	7708	0	1	0
1136	1	0	15	0	26	7708	0	1	0
1138	1	0	20	0	28	9422	0	1	0
1139	1	0	5	0	26	7708	0	1	0
1141	1	0	8	0	26	7708	0	1	0
1142	1	0	12	0	26	7708	0	1	0
1144	1	0	9	0	26	7708	0	1	0
1145	1	0	9	0	26	7708	0	1	0
1146	1	0	3	0	24	6882	0	1	0
1148	1	0	11	0	26	7708	0	1	0
1149	1	0	9	0	26	7708	0	1	0
1150	1	0	9	0	26	7708	0	1	0
1151	1	0	9	0	26	7708	0	1	0
1153	1	0	12	0	26	7708	0	1	0
1155	1	0	15	0	26	7708	0	1	0
1157	1	0	20	0	28	9422	0	1	0
1159	1	0	4	0	26	7708	0	1	0
1160	1	0	3	0	24	6882	0	1	0
1162	1	0	9	0	26	7708	0	1	0
1163	1	0	9	0	26	7708	0	1	0
1164	1	0	9	0	26	7708	0	1	0
1165	1	0	5	0	26	7708	0	1	0
1166	1	0	9	0	26	7708	0	1	0
1167	1	0	9	0	26	7708	0	1	0
1168	1	0	21	0	28	9422	0	1	0
1169	1	0	11	0	26	7708	0	1	0
1170	1	0	8	0	26	7708	0	1	0
1171	1	0	12	0	26	7708	0	1	0
1174	1	0	3	0	24	6882	0	1	0
1181	1	0	15	0	26	7708	0	1	0
1182	1	0	20	0	28	9422	0	1	0
1183	1	0	3	0	24	6882	0	1	0
1184	1	0	3	0	24	3422	0	1	0
1184	1	0	5	0	26	3822	0	1	0
1185	1	0	9	0	26	7708	0	1	0
1186	1	0	21	0	28	9422	0	1	0
1187	1	0	11	0	26	3822	0	1	0
1187	1	0	3	0	24	3422	0	1	0
1188	1	0	8	0	26	7708	0	1	0
1190	1	0	12	0	26	7708	0	1	0
1196	1	0	4	0	26	7708	0	1	0
1198	1	0	8	0	26	7708	0	1	0
1200	1	0	15	0	26	7708	0	1	0
1201	1	0	3	0	24	3422	0	1	0
1201	1	0	20	0	28	4587	0	1	0
1202	1	0	5	0	26	7708	0	1	0
1203	1	0	9	0	26	7708	0	1	0
1205	1	0	8	0	26	7708	0	1	0
1213	1	0	11	0	26	7708	0	1	0
1215	1	0	12	0	26	3822	0	1	0
1215	1	0	3	0	24	3422	0	1	0
1219	1	0	11	0	26	7708	0	1	0
1221	1	0	3	0	24	6882	0	1	0
1222	1	0	14	0	24	6882	0	1	0
1223	1	0	8	0	26	7708	0	1	0
1225	1	0	15	0	26	7708	0	1	0
1226	1	0	20	0	28	9422	0	1	0
1227	1	0	5	0	26	7708	0	1	0
1228	1	0	3	0	24	6882	0	1	0
1229	1	0	8	0	26	7708	0	1	0
1231	1	0	15	0	26	7708	0	1	0
1232	1	0	9	0	26	7708	0	1	0
1233	1	0	20	0	28	9422	0	1	0
1234	1	0	5	0	26	7708	0	1	0
1235	1	0	11	0	26	7708	0	1	0
1238	1	0	3	0	24	6882	0	1	0
1239	1	0	9	0	26	7708	0	1	0
1241	1	0	12	0	26	7708	0	1	0
1242	1	0	3	0	24	6882	0	1	0
1246	1	0	8	0	26	7708	0	1	0
1248	1	0	12	0	26	7708	0	1	0
1249	1	0	15	0	26	7708	0	1	0
1250	1	0	20	0	28	9422	0	1	0
1251	1	0	5	0	26	7708	0	1	0
1254	1	0	11	0	26	7708	0	1	0
1256	1	0	3	0	24	6882	0	1	0
1258	1	0	3	0	24	6882	0	1	0
1261	1	0	11	0	26	7708	0	1	0
1263	1	0	12	0	26	7708	0	1	0
1267	1	0	9	0	26	7708	0	1	0
1269	1	0	3	0	24	3422	0	1	0
1269	1	0	8	0	26	3822	0	1	0
1270	1	0	12	0	26	7708	0	1	0
1272	1	0	15	0	26	7708	0	1	0
1273	1	0	20	0	28	9422	0	1	0
1274	1	0	5	0	26	7708	0	1	0
1275	1	0	3	0	24	6882	0	1	0
1276	1	0	11	0	26	7708	0	1	0
1279	1	0	4	0	26	7708	0	1	0
1283	1	0	11	0	26	3822	0	1	0
1283	1	0	3	0	24	3422	0	1	0
1286	1	0	9	0	26	7708	0	1	0
1287	1	0	12	0	26	7708	0	1	0
1289	1	0	7	0	24	6882	0	1	0
1290	1	0	14	0	24	6882	0	1	0
1293	1	0	3	0	24	6882	0	1	0
1294	1	0	8	0	26	7708	0	1	0
1296	1	0	15	0	26	3822	0	1	0
1296	1	0	3	0	24	3422	0	1	0
1297	1	0	20	0	28	9422	0	1	0
1299	1	0	5	0	26	7708	0	1	0
1300	1	0	11	0	26	7708	0	1	0
1301	1	0	8	0	26	7708	0	1	0
1303	1	0	15	0	26	7708	0	1	0
1310	1	0	12	0	26	3822	0	1	0
1310	1	0	3	0	24	3422	0	1	0
1315	1	0	8	0	26	7708	0	1	0
1317	1	0	12	0	26	7708	0	1	0
1318	1	0	15	0	26	7708	0	1	0
1319	1	0	20	0	28	9422	0	1	0
1320	1	0	3	0	24	6882	0	1	0
1321	1	0	5	0	26	7708	0	1	0
1322	1	0	11	0	26	7708	0	1	0
1324	1	0	3	0	24	6882	0	1	0
1325	1	0	15	0	26	7708	0	1	0
1326	1	0	7	0	24	6882	0	1	0
1327	1	0	9	0	26	7708	0	1	0
1329	1	0	9	0	26	7708	0	1	0
1333	1	0	12	0	26	7708	0	1	0
1334	1	0	3	0	24	6882	0	1	0
1337	1	0	3	0	24	6882	0	1	0
1339	1	0	8	0	26	7708	0	1	0
1340	1	0	12	0	26	7708	0	1	0
1341	1	0	15	0	26	7708	0	1	0
1342	1	0	20	0	28	9422	0	1	0
1343	1	0	5	0	26	7708	0	1	0
1344	1	0	11	0	26	7708	0	1	0
1345	1	0	8	0	26	7708	0	1	0
1347	1	0	15	0	26	7708	0	1	0
1348	1	0	20	0	28	9422	0	1	0
1350	1	0	9	0	26	7708	0	1	0
1351	1	0	3	0	24	3422	0	1	0
1351	1	0	9	0	26	3822	0	1	0
1355	1	0	12	0	26	7708	0	1	0
1356	1	0	4	0	26	7708	0	1	0
1357	1	0	7	0	24	6882	0	1	0
1358	1	0	14	0	24	6882	0	1	0
1359	1	0	4	0	26	7708	0	1	0
1360	1	0	20	0	28	9422	0	1	0
1361	1	0	5	0	26	7708	0	1	0
1362	1	0	11	0	26	7708	0	1	0
1363	1	0	8	0	26	7708	0	1	0
1365	1	0	15	0	26	3822	0	1	0
1365	1	0	3	0	24	3422	0	1	0
1367	1	0	20	0	28	9422	0	1	0
1368	1	0	5	0	26	7708	0	1	0
1369	1	0	11	0	26	7708	0	1	0
1370	1	0	8	0	26	7708	0	1	0
1371	1	0	3	0	24	6882	0	1	0
1373	1	0	12	0	26	7708	0	1	0
1378	1	0	3	0	24	6882	0	1	0
1379	1	0	12	0	26	7708	0	1	0
1382	1	0	20	0	28	9422	0	1	0
1383	1	0	5	0	26	7708	0	1	0
