timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
100,00002,,,,,,,,,,,,,
100,00008,,,,,,,,,,,,,
200,00002,,,,,,,,,,,,,
200,00008,,,,,,,,,,,,,
200,00001,,,,,,,,,,,,,
200,00007,,,,,,,,,,,,,
200,00009,,,,,,,,,,,,,
300,00002,,,,,,,,,,,,,
300,00008,,,,,,,,,,,,,
300,00001,,,,,,,,,,,,,
300,00007,,,,,,,,,,,,,
300,00010,,,,,,,,,,,,,
300,00020,,,,,,,,,,,,,
300,00013,,,,,,,,,,,,,
400,00002,,,,,,,,,,,,,
400,00008,,,,,,,,,,,,,
400,00007,,,,,,,,,,,,,
400,00010,,,,,,,,,,,,,
400,00013,,,,,,,,,,,,,
400,00005,,,,,,,,,,,,,
400,00021,,,,,,,,,,,,,
400,00001,,,,,,,,,,,,,
400,00018,,,,,,,,,,,,,
500,00002,,,,,,,,,,,,,
500,00008,,,,,,,,,,,,,
500,00007,,,,,,,,,,,,,
500,00013,,,,,,,,,,,,,
500,00005,,,,,,,,,,,,,
500,00021,,,,,,,,,,,,,
500,00001,,,,,,,,,,,,,
500,00020,,,,,,,,,,,,,
500,00014,,,,,,,,,,,,,
800,00003,,,,,,,,,,,,,
800,00005,,,,,,,,,,,,,
800,00012,,,,,,,,,,,,,
900,00003,,,,,,,,,,,,,
900,00005,,,,,,,,,,,,,
900,00012,,,,,,,,,,,,,
1200,00005,,,,,,,,,,,,,
1200,00019,,,,,,,,,,,,,
1200,00007,,,,,,,,,,,,,
1200,00020,,,,,,,,,,,,,
1200,00010,,,,,,,,,,,,,
1200,00011,,,,,,,,,,,,,
1200,00013,,,,,,,,,,,,,
1200,00014,,,,,,,,,,,,,
1200,00017,,,,,,,,,,,,,
1200,00008,,,,,,,,,,,,,
1200,00003,,,,,,,,,,,,,
1200,00012,,,,,,,,,,,,,
1300,00005,,,,,,,,,,,,,
1300,00019,,,,,,,,,,,,,
1300,00007,,,,,,,,,,,,,
1300,00020,,,,,,,,,,,,,
1300,00010,,,,,,,,,,,,,
1300,00011,,,,,,,,,,,,,
1300,00013,,,,,,,,,,,,,
1300,00014,,,,,,,,,,,,,
1300,00017,,,,,,,,,,,,,
1300,00008,,,,,,,,,,,,,
1300,00003,,,,,,,,,,,,,
1300,00012,,,,,,,,,,,,,
1300,00006,,,,,,,,,,,,,
1600,00002,,,,,,,,,,,,,
1600,00007,,,,,,,,,,,,,
1600,00004,,,,,,,,,,,,,
1600,00008,,,,,,,,,,,,,
1600,00016,,,,,,,,,,,,,
1600,00020,,,,,,,,,,,,,
1600,00009,,,,,,,,,,,,,
1600,00012,,,,,,,,,,,,,
1700,00007,,,,,,,,,,,,,
1700,00004,,,,,,,,,,,,,
1700,00008,,,,,,,,,,,,,
1700,00016,,,,,,,,,,,,,
1700,00020,,,,,,,,,,,,,
1700,00009,,,,,,,,,,,,,
1700,00012,,,,,,,,,,,,,
1700,00011,,,,,,,,,,,,,
1700,00002,,,,,,,,,,,,,
1800,00007,,,,,,,,,,,,,
1800,00004,,,,,,,,,,,,,
1800,00008,,,,,,,,,,,,,
1800,00016,,,,,,,,,,,,,
1800,00020,,,,,,,,,,,,,
1800,00009,,,,,,,,,,,,,
1800,00002,,,,,,,,,,,,,
1800,00005,,,,,,,,,,,,,
