timestamp,ueImsiComplete,plmId,nrCellId,dlAvailablePrbs,ulAvailablePrbs,qci,dlPrbUsage,ulPrbUsage,TB.TotNbrDl.1,TB.TotNbrDlInitial,TB.TotNbrDlInitial.Qpsk,TB.TotNbrDlInitial.16Qam,TB.TotNbrDlInitial.64Qam,RRU.PrbUsedDl,TB.ErrTotalNbrDl.1,QosFlow.PdcpPduVolumeDL_Filter,CARR.PDSCHMCSDist.Bin1,CARR.PDSCHMCSDist.Bin2,CARR.PDSCHMCSDist.Bin3,CARR.PDSCHMCSDist.Bin4,CARR.PDSCHMCSDist.Bin5,CARR.PDSCHMCSDist.Bin6,L1M.RS-SINR.Bin34,L1M.RS-SINR.Bin46,L1M.RS-SINR.Bin58,L1M.RS-SINR.Bin70,L1M.RS-SINR.Bin82,L1M.RS-SINR.Bin94,L1M.RS-SINR.Bin127,DRB.BufferSize.Qos,DRB.MeanActiveUeDl,TB.TotNbrDl.1.UEID,TB.TotNbrDlInitial.UEID,TB.TotNbrDlInitial.Qpsk.UEID,TB.TotNbrDlInitial.16Qam.UEID,TB.TotNbrDlInitial.64Qam.UEID,TB.ErrTotalNbrDl.1.UEID,QosFlow.PdcpPduVolumeDL_Filter.UEID,RRU.PrbUsedDl.UEID,CARR.PDSCHMCSDist.Bin1.UEID,CARR.PDSCHMCSDist.Bin2.UEID,CARR.PDSCHMCSDist.Bin3.UEID,CARR.PDSCHMCSDist.Bin4.UEID,CARR.PDSCHMCSDist.Bin5.UEID,CARR.PDSCHMCSDist.Bin6.UEID,L1M.RS-SINR.Bin34.UEID,L1M.RS-SINR.Bin46.UEID,L1M.RS-SINR.Bin58.UEID,L1M.RS-SINR.Bin70.UEID,L1M.RS-SINR.Bin82.UEID,L1M.RS-SINR.Bin94.UEID,L1M.RS-SINR.Bin127.UEID,DRB.BufferSize.Qos.UEID,DRB.UEThpDl.UEID,DRB.UEThpDlPdcpBased.UEID
100,00009,111,5,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
100,00016,111,5,139,139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000,0.000000
400,00009,111,5,139,139,1,14,0,312,238,23,35,254,20,74,426033,18,5,29,47,208,5,0,7,8,1,53,200,43,64689,4,297,232,8,35,254,65,425253,20.018180,3,5,29,47,208,5,0,0,0,1,53,200,43,775,8083.094919,28290.000000
400,00016,111,5,139,139,1,14,0,312,238,23,35,254,20,74,426033,18,5,29,47,208,5,0,7,8,1,53,200,43,64689,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.333596,0.000000
400,00017,111,5,139,139,1,14,0,312,238,23,35,254,20,74,426033,18,5,29,47,208,5,0,7,8,1,53,200,43,64689,4,15,6,15,0,0,9,780,0.557437,15,0,0,0,0,0,0,7,8,0,0,0,0,63914,7122.921580,11210.000000
400,00019,111,5,139,139,1,14,0,312,238,23,35,254,20,74,426033,18,5,29,47,208,5,0,7,8,1,53,200,43,64689,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.000059,0.000000
500,00009,111,5,139,139,1,56,0,444,314,171,72,201,79,130,252410,136,35,52,52,123,46,0,3,137,41,94,88,81,159392,4,273,175,12,60,201,98,218629,44.653750,0,12,40,52,123,46,0,0,0,10,94,88,81,223,7594.656187,19800.000000
500,00016,111,5,139,139,1,56,0,444,314,171,72,201,79,130,252410,136,35,52,52,123,46,0,3,137,41,94,88,81,159392,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.333596,0.000000
500,00017,111,5,139,139,1,56,0,444,314,171,72,201,79,130,252410,136,35,52,52,123,46,0,3,137,41,94,88,81,159392,4,171,139,159,12,0,32,33781,35.891786,136,23,12,0,0,0,0,3,137,31,0,0,0,159169,7225.338237,11310.000000
500,00019,111,5,139,139,1,56,0,444,314,171,72,201,79,130,252410,136,35,52,52,123,46,0,3,137,41,94,88,81,159392,4,0,0,0,0,0,0,0,0.000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.000059,0.000000
